datetime,dt,p,rh,t,vis,ws_2min,slp,vapor,precipitation,wd_2min,wd_10min,ws_10min,wd_instant,ws_instant,phenomena,station_id,SO2,NO2,CO,O3,PM10,PM2.5,AQI,ec_vis,ec_sh2,ec_t2m,ec_d2m,ec_sp,ec_msl,ec_u10,ec_v10,ec_rh,ec_ws,ec_wd,ec_cbh,ec_sf,ec_blh,ec_fal,ec_lcc,ec_mcc,ec_hcc,ec_tp
2023-12-25 02:00:00,-8.8,1017.9,64.0,-2.9,19900.0,0.0,1032.1,3.1,0.0,227.0,218.0,0.1,244.5,0.0,0.0,57083,10.78,31.51,0.6,40.94,51.03,29.28,49.31,16105.76,0.0,-3.46,-11.38,1013.7,1031.64,1.14,1.18,54.24,1.64,224.06,,0.0,31.94,0.2,0.0,0.0,0.0,0.0
2023-12-25 02:00:00,-8.4,1014.2,62.0,-2.1,30000.0,0.4,1032.3,3.2,0.0,32.0,303.0,0.7,20.0,0.6,0.0,57081,15.61,27.4,0.6,44.6,52.6,27.24,51.02,17259.76,0.0,0.42,-12.41,1015.92,1031.59,4.17,-0.43,37.51,4.19,275.82,,0.0,217.19,0.16,0.0,0.0,0.0,0.0
2023-12-25 02:00:00,-12.9,980.4,37.0,0.1,16300.0,0.2,1031.9,2.3,0.0,194.5,332.0,0.4,353.0,0.5,0.0,57082,12.59,29.78,0.6,40.34,53.25,29.07,50.32,16089.76,0.0,-3.03,-12.81,973.84,1031.45,1.6,-1.53,46.82,2.21,313.72,,0.0,32.94,0.17,0.0,0.0,0.0,0.0
2023-12-25 02:00:00,-7.6,1021.4,78.0,-4.3,29800.0,1.3,1031.9,3.4,0.0,164.0,168.0,1.2,164.0,1.4,0.0,57090,6.92,55.43,0.64,18.37,71.55,41.37,63.95,15869.76,0.0,-3.76,-11.6,1021.72,1032.0,1.88,1.0,54.5,2.13,241.96,,0.0,22.94,0.28,0.0,0.0,0.0,0.0
2023-12-25 02:00:00,-24.6,891.6,13.0,0.7,30000.0,1.1,1032.5,0.8,0.0,146.0,139.0,1.9,178.0,1.1,0.0,57084,9.05,37.99,0.65,25.75,72.82,34.6,59.16,16765.76,0.0,-1.93,-12.9,962.48,1031.63,1.75,-1.24,42.83,2.14,305.4,,0.0,50.82,0.19,0.0,0.0,0.0,0.0
2023-12-25 02:00:00,-10.1,999.0,53.0,-1.8,30000.0,0.6,1031.9,2.8,0.0,38.0,88.0,1.1,45.0,0.8,0.0,57085,14.33,27.67,0.6,45.52,52.1,25.81,49.35,15747.76,0.0,-4.21,-11.82,993.01,1031.52,1.16,0.76,55.39,1.39,236.9,,0.0,20.44,0.17,0.0,0.0,0.0,0.0
2023-12-25 02:00:00,-6.2,1017.0,85.0,-4.1,18400.0,1.0,1032.0,3.8,0.0,264.0,251.0,1.1,236.0,1.3,0.0,57086,9.03,44.53,0.62,23.5,78.4,44.2,66.51,15541.76,0.0,-2.92,-10.55,1019.31,1031.81,1.82,0.14,55.64,1.83,265.69,,0.0,22.07,0.15,0.0,0.0,0.0,0.0
2023-12-25 02:00:00,-9.6,1000.9,48.0,0.1,12900.0,3.6,1032.7,2.9,0.0,223.0,230.0,3.9,222.0,5.1,0.0,57080,10.91,31.58,0.6,37.76,52.87,27.55,51.4,16825.76,0.0,-2.81,-10.29,1016.68,1032.39,2.12,2.0,56.4,2.92,226.71,,0.0,78.32,0.18,0.0,0.0,0.0,0.0
2023-12-25 03:00:00,-8.8,1017.8,71.0,-4.3,20700.0,0.1,1032.1,3.1,0.0,234.0,202.0,0.3,266.0,0.3,0.0,57083,12.81,31.4,0.56,42.94,46.96,28.58,47.4,15768.59,0.0,-4.48,-11.04,1013.54,1031.49,1.29,1.2,60.18,1.76,227.05,,0.0,18.74,0.2,0.0,0.0,0.0,0.0
2023-12-25 03:00:00,-24.8,891.4,13.0,0.5,30000.0,1.3,1032.2,0.8,0.0,120.0,86.0,1.6,132.0,1.4,0.0,57084,11.64,41.78,0.7,20.32,71.95,34.34,58.44,16764.59,0.0,-2.24,-13.12,962.21,1031.27,1.53,-1.15,43.04,1.92,306.89,,0.0,41.61,0.19,0.0,0.0,0.0,0.0
2023-12-25 03:00:00,-9.1,1014.1,53.0,-0.7,30000.0,1.4,1032.1,3.1,0.0,306.0,311.0,1.1,309.0,2.1,0.0,57081,18.22,25.78,0.6,43.69,54.16,28.27,51.23,17258.59,0.0,-0.06,-12.07,1015.75,1031.42,3.62,-0.63,39.97,3.67,279.83,,0.0,196.61,0.16,0.0,0.0,0.0,0.0
2023-12-25 03:00:00,-9.9,999.0,57.0,-2.6,30000.0,1.4,1032.0,2.9,0.0,186.0,222.0,1.3,186.0,1.7,0.0,57085,17.1,27.67,0.6,45.2,52.91,25.98,49.99,15744.59,0.0,-4.45,-12.05,992.78,1031.24,1.18,0.74,55.33,1.39,237.89,,0.0,17.24,0.17,0.0,0.0,0.0,0.0
2023-12-25 03:00:00,-9.7,1000.8,49.0,-0.3,12600.0,5.0,1032.6,2.9,0.0,225.0,228.0,5.3,225.0,6.3,0.0,57080,14.49,33.75,0.6,32.97,51.47,29.18,50.09,16822.59,0.0,-3.14,-10.29,1016.38,1032.09,1.9,1.9,57.77,2.68,224.97,,0.0,71.36,0.18,0.0,0.0,0.0,0.0
2023-12-25 03:00:00,-6.7,1017.0,87.0,-4.9,22400.0,1.4,1032.0,3.7,0.0,348.0,327.0,1.6,360.0,1.6,0.0,57086,9.72,39.84,0.61,27.09,72.83,44.09,64.86,15540.59,0.0,-3.43,-10.54,1019.05,1031.57,1.63,0.14,57.85,1.64,265.18,,0.0,17.86,0.15,0.0,0.0,0.0,0.0
2023-12-25 03:00:00,-7.7,1021.5,81.0,-4.9,22400.0,0.1,1032.0,3.4,0.0,161.33,152.0,0.4,139.0,0.3,0.0,57090,6.92,57.95,0.61,17.32,64.54,40.13,59.14,15868.59,0.0,-2.8,-11.81,1021.58,1031.87,1.95,0.29,49.87,1.97,261.41,,0.0,21.11,0.28,0.0,0.0,0.0,0.0
2023-12-25 03:00:00,-11.2,980.3,47.0,-1.3,15000.0,1.4,1032.0,2.6,0.0,335.0,16.0,1.1,322.0,3.0,0.0,57082,15.45,30.05,0.6,38.88,53.7,29.0,50.53,16088.59,0.0,-3.16,-12.71,973.62,1031.21,1.38,-1.41,47.62,1.97,315.79,,0.0,28.11,0.17,0.0,0.0,0.0,0.0
2023-12-25 04:00:00,-13.3,980.2,35.0,0.4,16200.0,0.6,1031.7,2.2,0.0,193.0,251.0,0.8,186.0,0.7,0.0,57082,13.47,33.79,0.6,34.95,55.78,31.37,51.5,16085.39,0.0,-3.24,-12.8,973.37,1030.9,1.18,-1.4,47.56,1.83,319.96,,0.0,23.39,0.17,0.0,0.0,0.0,0.0
2023-12-25 04:00:00,-24.5,891.3,13.0,0.8,30000.0,1.3,1031.9,0.8,0.0,102.0,96.0,1.1,110.0,1.9,0.0,57084,9.05,45.0,0.7,14.4,76.92,35.13,60.9,16761.39,0.0,-2.54,-13.38,961.92,1030.88,1.36,-1.24,43.12,1.84,312.32,,0.0,34.14,0.19,0.0,0.0,0.0,0.0
2023-12-25 04:00:00,-7.5,1021.3,88.0,-5.8,21000.0,0.1,1031.8,3.5,0.0,158.67,79.0,0.5,138.0,0.4,0.0,57090,5.97,53.92,0.6,19.27,65.19,37.6,57.69,15869.39,0.0,-3.01,-12.04,1021.44,1031.75,2.0,-0.14,49.72,2.01,274.0,,0.0,22.26,0.28,0.0,0.0,0.0,0.0
2023-12-25 04:00:00,-9.9,998.9,60.0,-3.2,30000.0,0.1,1031.9,2.9,0.0,113.0,249.0,0.6,110.0,0.0,0.0,57085,15.45,30.01,0.6,43.49,51.49,27.06,49.1,15743.39,0.0,-4.68,-12.24,992.55,1030.92,0.94,0.36,55.46,1.01,249.08,,0.0,12.76,0.17,0.0,0.0,0.0,0.0
2023-12-25 04:00:00,-9.5,1017.7,63.0,-3.5,24200.0,0.8,1031.9,3.0,0.0,241.0,241.0,0.7,236.0,1.4,0.0,57083,13.69,27.42,0.54,46.32,47.63,27.66,48.84,15769.39,0.0,-2.59,-11.04,1013.43,1031.43,0.86,0.42,52.25,0.96,243.79,,0.0,10.51,0.2,0.0,0.0,0.0,0.0
2023-12-25 04:00:00,-8.7,1014.1,50.0,0.5,30000.0,1.2,1032.1,3.2,0.0,275.0,283.0,1.3,287.0,1.6,0.0,57081,15.61,31.51,0.6,40.2,52.43,31.1,50.45,16557.39,0.0,-0.65,-11.76,1015.63,1031.31,3.01,-0.84,42.72,3.13,285.6,,0.0,157.51,0.16,0.0,0.0,0.0,0.0
2023-12-25 04:00:00,-6.5,1017.0,87.0,-4.7,23300.0,1.0,1032.0,3.8,0.0,257.0,248.0,1.0,264.0,1.0,0.0,57086,9.72,39.84,0.7,25.96,73.4,43.31,62.57,15539.39,0.0,-3.97,-10.58,1018.77,1031.29,0.92,-0.8,60.05,1.22,311.09,,0.0,14.64,0.15,0.0,0.0,0.0,0.0
2023-12-25 04:00:00,-9.7,1000.7,51.0,-0.8,12500.0,2.9,1032.5,2.9,0.0,210.0,215.0,2.9,210.0,3.6,0.0,57080,13.63,41.69,0.6,23.07,58.3,32.16,52.72,16821.39,0.0,-3.44,-10.3,1016.12,1031.84,1.71,1.6,59.05,2.34,226.88,,0.0,61.39,0.18,0.0,0.0,0.0,0.0
2023-12-25 05:00:00,-7.5,1021.4,87.0,-5.7,20400.0,0.8,1031.9,3.5,0.0,156.0,183.0,0.9,150.0,0.9,0.0,57090,5.21,53.92,0.63,20.24,63.66,36.27,57.28,15870.16,0.0,-2.37,-12.17,1021.19,1031.5,1.59,-0.83,46.93,1.8,297.55,,0.0,18.25,0.28,0.0,0.0,0.0,0.0
2023-12-25 05:00:00,-7.2,1016.7,87.0,-5.4,22200.0,2.0,1031.8,3.6,0.0,345.0,340.0,1.7,346.0,2.3,0.0,57086,9.72,39.47,0.7,24.41,73.99,46.4,68.73,15540.16,0.0,-5.05,-10.85,1018.57,1031.15,-0.45,-1.64,63.74,1.7,15.24,,0.0,30.5,0.15,0.0,0.0,0.0,0.0
2023-12-25 05:00:00,-9.4,1000.4,52.0,-0.8,11800.0,3.4,1032.2,3.0,0.0,233.0,231.0,3.4,234.0,4.3,0.0,57080,15.61,42.83,0.7,19.94,65.56,34.5,56.7,16818.16,0.0,-3.81,-10.28,1015.71,1031.42,1.56,1.31,60.79,2.04,229.98,,0.0,52.0,0.18,0.0,0.0,0.0,0.0
2023-12-25 05:00:00,-9.6,1017.7,59.0,-2.7,26100.0,0.2,1031.9,2.9,0.0,248.0,230.0,0.7,227.0,0.4,0.0,57083,12.81,25.62,0.5,47.3,49.64,27.32,49.12,16106.16,0.0,-2.0,-11.48,1013.17,1031.23,0.56,-1.3,48.3,1.42,336.93,,0.0,14.75,0.2,0.0,0.0,0.0,0.0
2023-12-25 05:00:00,-9.6,998.8,66.0,-4.2,30000.0,0.7,1031.9,2.9,0.0,40.0,113.0,0.5,34.0,0.9,0.0,57085,16.67,31.47,0.6,43.15,55.48,29.17,51.4,15742.16,0.0,-4.65,-12.49,992.17,1030.47,0.33,0.06,54.26,0.33,258.87,,0.0,9.62,0.17,0.0,0.0,0.0,0.0
2023-12-25 05:00:00,-23.6,891.2,14.0,0.9,30000.0,1.3,1031.9,0.9,0.0,219.0,262.0,1.1,218.0,1.5,0.0,57084,9.73,45.0,0.71,16.05,72.52,37.45,60.13,16760.16,0.0,-2.9,-13.58,961.51,1030.42,1.28,-1.3,43.54,1.83,315.36,,0.0,26.5,0.19,0.0,0.0,0.0,0.0
2023-12-25 05:00:00,-9.3,1013.9,49.0,0.1,30000.0,1.3,1031.9,3.0,0.0,262.0,279.0,1.2,304.0,2.1,0.0,57081,17.98,33.72,0.7,39.7,56.49,34.33,54.01,16558.16,0.0,-1.73,-11.44,1015.4,1031.09,1.99,-1.04,47.45,2.25,297.63,,0.0,111.0,0.16,0.0,0.0,0.0,0.0
2023-12-25 05:00:00,-12.4,979.9,37.0,0.6,16300.0,0.9,1031.4,2.4,0.0,13.0,6.0,1.4,10.0,1.0,0.0,57082,14.33,35.51,0.62,34.2,60.58,34.62,54.2,16084.16,0.0,-3.23,-13.08,973.0,1030.5,0.94,-1.24,46.49,1.55,322.72,,0.0,20.75,0.17,0.0,0.0,0.0,0.0
2023-12-25 06:00:00,-7.3,1016.9,86.0,-5.3,25000.0,0.9,1032.1,3.5,0.0,294.0,283.0,0.7,301.0,1.0,0.0,57086,9.04,37.62,0.7,21.24,71.66,46.67,66.07,15107.49,0.0,-5.24,-10.74,1018.91,1031.57,-1.01,-1.47,65.27,1.78,34.52,,0.0,45.94,0.15,0.0,0.0,0.0,0.0
2023-12-25 06:00:00,-9.4,1000.1,55.0,-1.5,11400.0,1.3,1032.0,3.0,0.0,201.0,186.0,1.3,209.0,1.9,0.0,57080,14.49,42.83,0.7,18.37,66.02,35.75,56.95,16819.49,0.0,-4.22,-10.29,1015.65,1031.39,1.5,1.03,62.65,1.82,235.42,,0.0,43.56,0.18,0.0,0.0,0.0,0.0
2023-12-25 06:00:00,-9.3,998.6,71.0,-4.9,30000.0,0.8,1031.8,3.0,0.0,106.0,134.0,0.6,101.0,1.0,0.0,57085,17.1,33.75,0.61,37.6,60.11,31.48,54.37,16083.49,0.0,-1.59,-12.97,992.27,1030.62,0.69,0.13,41.54,0.7,259.59,,0.0,9.31,0.17,0.0,0.0,0.0,0.0
2023-12-25 06:00:00,-22.0,891.1,16.0,1.1,30000.0,1.1,1031.9,1.0,0.0,113.0,144.0,0.9,105.0,1.3,0.0,57084,9.73,45.0,0.7,14.03,76.32,36.59,62.2,16763.49,0.0,-3.28,-13.72,961.48,1030.34,1.09,-1.35,44.28,1.74,321.05,,0.0,18.56,0.19,0.0,0.0,0.0,0.0
2023-12-25 06:00:00,-9.5,1017.8,66.0,-4.1,21800.0,0.1,1032.1,3.0,0.0,255.0,246.0,0.2,235.5,0.2,0.0,57083,12.08,31.4,0.6,37.86,50.2,29.47,49.74,16111.49,0.0,-2.05,-11.88,1013.35,1031.48,-0.39,-1.5,46.92,1.55,14.43,,0.0,19.94,0.2,0.0,0.0,0.0,0.0
2023-12-25 06:00:00,-11.7,979.9,46.0,-1.6,16900.0,1.4,1031.9,2.5,0.0,255.0,234.0,1.8,263.0,1.5,0.0,57082,15.45,37.73,0.7,29.69,65.5,36.04,57.4,16793.49,0.0,-3.09,-13.5,973.06,1030.54,0.65,-1.0,44.44,1.19,327.1,,0.0,17.44,0.17,0.0,0.0,0.0,0.0
2023-12-25 06:00:00,-7.5,1021.6,89.0,-6.0,17800.0,0.5,1032.2,3.5,0.0,55.0,59.0,0.8,46.0,0.7,0.0,57090,5.97,50.19,0.7,21.61,63.33,38.34,58.49,15875.49,0.0,-2.75,-12.2,1021.34,1031.68,1.09,-1.29,48.16,1.69,319.73,,0.0,18.94,0.28,0.0,0.0,0.0,0.0
2023-12-25 06:00:00,-9.3,1014.0,54.0,-1.2,30000.0,0.8,1032.1,3.0,0.0,13.0,335.0,0.7,25.0,0.8,0.0,57081,18.22,35.6,0.7,35.07,60.03,36.49,56.87,16563.49,0.0,-3.34,-11.16,1015.62,1031.36,1.18,-1.61,54.72,1.99,323.67,,0.0,77.69,0.16,0.0,0.0,0.0,0.0
2023-12-25 07:00:00,-8.7,1014.6,64.0,-2.8,30000.0,1.2,1032.8,3.2,0.0,299.0,277.0,1.0,287.0,1.4,0.0,57081,22.0,39.88,0.89,29.64,60.72,39.77,59.51,16236.02,0.0,-4.35,-11.25,1015.9,1031.69,0.8,-1.65,58.58,1.83,334.01,,0.0,58.85,0.16,0.0,0.0,0.0,0.0
2023-12-25 07:00:00,-9.2,1018.2,69.0,-4.4,18600.0,0.4,1032.6,3.0,0.0,262.0,262.0,0.6,244.0,0.5,0.0,57083,11.86,41.63,0.61,26.95,50.51,32.42,50.44,16116.02,0.0,-2.19,-11.98,1013.59,1031.81,-0.69,-0.8,47.05,1.06,40.62,,0.0,13.6,0.2,0.0,0.0,0.0,0.0
2023-12-25 07:00:00,-6.6,1017.1,89.0,-5.1,28400.0,1.2,1032.3,3.7,0.0,276.0,302.0,1.1,281.0,1.4,0.0,57086,9.04,48.9,0.7,9.29,72.0,48.35,67.49,15112.02,0.0,-5.44,-10.56,1019.21,1031.9,-0.74,-1.45,67.23,1.63,27.03,,0.0,33.22,0.15,0.0,0.0,0.0,0.0
2023-12-25 07:00:00,-10.2,1000.6,48.0,-0.5,12200.0,2.0,1032.5,2.8,0.0,224.0,212.0,1.3,224.0,2.4,0.0,57080,16.83,41.69,0.8,17.69,66.15,36.97,58.03,16824.02,0.0,-4.63,-10.3,1015.83,1031.59,1.7,0.6,64.54,1.81,250.54,,0.0,35.47,0.18,0.0,0.0,0.0,0.0
2023-12-25 07:00:00,-12.0,980.6,43.0,-1.0,16600.0,2.3,1032.6,2.4,0.0,8.0,356.0,0.7,6.0,2.5,0.0,57082,17.82,40.08,0.8,25.24,63.51,37.59,57.14,16800.02,0.0,-3.38,-14.1,973.3,1030.79,0.46,-0.75,43.27,0.88,328.24,,0.0,13.72,0.17,0.0,0.0,0.0,0.0
2023-12-25 07:00:00,-7.5,1021.6,91.0,-6.3,21600.0,0.5,1032.2,3.5,0.0,281.0,276.0,0.3,279.0,0.6,0.0,57090,5.97,53.92,0.8,15.72,58.24,37.11,53.25,15540.02,0.0,-3.26,-12.2,1021.53,1031.9,0.61,0.25,50.03,0.66,247.4,,0.0,10.47,0.28,0.0,0.0,0.0,0.0
2023-12-25 07:00:00,-21.4,891.5,19.0,-0.6,30000.0,1.8,1032.6,1.1,0.0,88.0,100.0,1.8,90.0,2.2,0.0,57084,12.86,45.0,0.8,11.22,81.65,39.28,64.79,16768.02,0.0,-1.51,-13.85,961.66,1030.47,0.57,-0.72,38.44,0.92,321.83,,0.0,11.6,0.19,0.0,0.0,0.0,0.0
2023-12-25 07:00:00,-10.0,999.3,64.0,-4.2,30000.0,1.0,1032.5,2.9,0.0,339.0,336.0,1.2,346.0,1.3,0.0,57085,18.06,39.91,0.8,31.37,58.21,33.7,54.15,16802.02,0.0,0.05,-12.88,992.57,1031.14,-1.78,1.23,37.12,2.17,124.63,,0.0,36.22,0.17,0.0,0.0,0.0,0.0
2023-12-25 08:00:00,-9.1,1000.6,57.0,-1.7,11000.0,2.6,1032.6,3.1,0.0,209.0,208.0,2.4,207.0,3.2,0.0,57080,12.75,50.75,0.89,10.97,73.43,42.98,65.6,16417.17,0.0,-4.48,-10.52,1016.85,1032.69,1.39,0.49,62.71,1.47,250.55,,0.0,35.52,0.18,0.0,0.0,0.0,0.0
2023-12-25 08:00:00,-7.2,1017.5,86.0,-5.2,22900.0,1.2,1032.8,3.6,0.0,23.0,25.0,0.7,39.0,1.3,0.0,57086,9.69,50.68,0.89,9.85,82.97,57.7,80.23,15125.17,0.0,-4.71,-9.68,1020.12,1032.89,0.02,-0.94,68.16,0.94,358.93,,0.0,14.65,0.17,0.0,0.0,0.0,0.0
2023-12-25 08:00:00,-6.5,1021.7,94.0,-5.7,15800.0,1.0,1032.3,3.8,0.0,269.0,284.0,0.6,263.0,1.2,0.0,57090,6.08,60.55,0.8,9.56,60.01,37.68,56.09,15125.17,0.0,-5.31,-11.15,1022.35,1032.78,-0.01,0.08,63.53,0.08,0.0,,0.0,8.96,0.32,0.0,0.0,0.0,0.0
2023-12-25 08:00:00,-7.8,1014.5,70.0,-3.1,26400.0,0.6,1032.7,3.4,0.0,257.0,229.0,0.3,264.0,0.8,0.0,57081,14.49,55.74,1.0,12.76,76.21,50.68,70.56,15829.17,0.0,-4.6,-10.58,1016.88,1032.79,1.77,-0.9,63.01,1.98,296.85,,0.0,66.9,0.16,0.0,0.0,0.0,0.0
2023-12-25 08:00:00,-12.2,980.6,38.0,0.5,17000.0,2.4,1032.5,2.4,0.0,6.0,5.0,2.4,6.0,2.7,0.0,57082,11.64,54.08,1.0,11.66,75.72,45.27,65.88,16815.17,0.0,0.61,-13.22,974.09,1031.88,0.11,-0.2,34.68,0.23,330.74,,0.0,9.71,0.19,0.0,0.0,0.0,0.0
2023-12-25 08:00:00,-8.9,1018.3,71.0,-4.4,14600.0,1.1,1032.7,3.1,0.0,241.0,241.0,1.3,240.0,1.2,0.0,57083,10.78,58.71,0.82,13.67,52.62,35.57,53.69,15791.17,0.0,-4.4,-11.36,1014.42,1032.73,1.09,0.33,58.3,1.14,252.95,,0.0,30.15,0.24,0.0,0.0,0.0,0.0
2023-12-25 08:00:00,-9.7,999.4,66.0,-4.3,30000.0,1.7,1032.7,2.9,0.0,345.0,341.0,1.5,340.0,1.9,0.0,57085,13.47,55.77,1.0,14.44,67.5,41.89,62.64,16105.17,0.0,-3.08,-11.38,993.49,1032.42,-1.36,1.36,52.71,1.92,134.9,,0.0,40.09,0.17,0.0,0.0,0.0,0.0
2023-12-25 08:00:00,-23.1,891.6,15.0,0.6,30000.0,0.7,1032.1,0.9,0.0,155.0,190.5,0.2,153.0,1.5,0.0,57084,9.05,50.83,0.89,6.65,86.07,45.57,69.52,16781.17,0.0,1.14,-12.69,962.39,1031.52,0.42,-0.03,34.85,0.42,273.7,,0.0,9.65,0.19,0.0,0.0,0.0,0.0
