DATE,dt,p,rh,t,vis_atf,ws_2mi_avg,slp,vap,prec_1h,wd_2mi_avg,wd_10mi_avg,ws_10mi_avg,win_d_inst,win_s_inst,wp,staCode,ec_vis,ec_sh2,ec_t2m,ec_d2m,ec_sp,ec_msl,ec_u10,ec_v10,ec_rh,ec_ws,ec_wd,SO2,NO2,O3,CO,PM10,PM2.5,AQI
2025-07-17 16:00:00,26.0,992.0,82.0,29.5,21400.0,0.7,1001.8,33.8,0.1,74.0,72.0,1.0,85.0,1.1,21.0,59290,23499.912,0.020895211,32.16153,25.417389,978.3284,1001.7531,1.0164642,1.0405273,68.46041107177734,1.4546123,224.32977,4.567594127047047,8.306201429209189,114.92677319930124,0.5541610582220264,38.05978243678245,28.98651407031308,46.42461310577863
2025-07-17 17:00:00,26.6,991.1,78.0,31.0,21000.0,1.2,1000.9,35.0,0.0,45.0,33.0,0.8,33.0,1.4,0.0,59290,28563.842,0.020840377,31.940826,25.364655,977.795,1001.20874,1.1137695,0.2758789,69.1024169921875,1.1474283,256.08795,4.567594127047047,7.98447477357483,103.29077576519173,0.5541610582220264,41.74275122314848,28.582492205675493,44.78797437626334
2025-07-17 18:00:00,27.2,991.2,81.0,30.9,19900.0,1.4,1001.0,36.1,0.0,35.0,42.0,1.3,36.0,1.4,0.0,59290,26431.879,0.021088349,31.307037,25.56485,978.00354,1001.4294,-0.20811462,0.22537231,72.5052719116211,0.30676436,137.27983,4.663386207935261,8.239347203125243,95.973970488878,0.5541610582220264,35.326690514983675,29.37906412904594,43.59726733932823
2025-07-17 19:00:00,27.5,991.6,87.0,30.0,12500.0,1.0,1001.4,36.9,0.0,52.0,15.0,0.9,38.0,1.0,0.0,59290,24107.562,0.023140697,29.744293,27.125153,978.47064,1001.9194,-0.6491699,0.21369934,87.05658721923828,0.6834391,108.22096,4.567594127047047,9.87527069008856,90.6000833100986,0.5974103024153951,38.45763552639114,29.794921934738664,43.5874410805139
2025-07-17 20:00:00,27.4,992.0,93.0,28.7,5600.0,0.0,1001.8,36.6,0.0,42.0,26.0,0.0,38.0,0.0,5.0,59290,26422.234,0.021057034,29.507965,25.550934,978.6266,1002.0731,-0.12739563,0.09881592,80.31775665283203,0.16122727,127.79938,4.567594127047047,12.574951439172024,75.69493148263854,0.6445818501332051,42.786687752800496,35.268882064573816,51.4868328223235
2025-07-17 21:00:00,27.2,992.4,94.0,28.3,4200.0,1.3,1002.2,36.1,0.0,32.0,37.0,1.0,41.0,1.5,5.0,59290,26417.95,0.020940796,28.983307,25.467682,979.1897,1002.66376,-0.15950012,-0.043655396,82.38288116455078,0.16536652,74.69293,4.567594127047047,20.82520154510573,49.57440670169681,0.7465195208890657,50.76174362799853,31.12684657605139,50.77999657780501
2025-07-17 22:00:00,26.8,992.7,94.0,27.9,7700.0,0.6,1002.5,35.3,0.0,60.0,18.0,0.7,35.0,0.8,0.0,59290,26415.389,0.020855002,28.305817,25.403473,979.4279,1002.9275,-0.11715698,-0.3630371,85.3598403930664,0.38147306,17.88559,5.697267000777778,24.15532332741752,41.06542165364053,0.7691129783636802,53.42061242646509,27.25960482862262,50.32651717143517
2025-07-17 23:00:00,26.6,992.5,95.0,27.5,3600.0,0.9,1002.2,34.8,0.0,140.0,144.0,0.8,140.0,0.9,10.0,59290,26410.27,0.02068279,28.221588,25.26651,979.4158,1002.9175,0.07382202,-0.12210083,85.07035064697266,0.14268252,328.8429,5.923201575523924,24.274203385664656,35.16984435192672,0.7463077942750705,49.54755778240156,27.25262652533128,48.148962386527565
2025-07-18 00:00:00,26.2,992.1,95.0,27.1,5700.0,1.2,1001.8,34.0,0.0,48.0,47.0,1.2,49.0,1.3,10.0,59290,23149.84,0.020549221,27.611725,25.144928,978.6155,1002.1225,0.19839478,-0.26322937,87.51445770263672,0.3296213,322.99484,4.567594127047047,18.58725106355421,36.26009622231827,0.7256520075563164,49.37008796681506,30.492322253315,48.74381219607814
2025-07-18 01:00:00,26.2,991.8,95.0,27.1,5100.0,1.0,1001.5,34.0,0.0,29.0,16.0,0.6,24.0,1.1,10.0,59290,23144.57,0.020319369,27.034088,24.957916,978.5959,1002.1156,0.073654175,-0.6806488,89.5164794921875,0.68462235,353.82394,4.567594127047047,21.8738160782626,26.663482965361133,0.7256520075563164,41.98618542162259,30.35981149678163,44.88653027447764
2025-07-18 02:00:00,26.2,996.3,83.0,29.5,5100.0,0.9,1001.5,34.0,0.0,29.0,16.0,0.9,24.0,1.1,10.0,59290,20942.926,0.020230662,26.582672,24.879547,978.26733,1001.7656,-0.13977051,-0.45446777,91.49600219726562,0.47547528,17.095154,5.247515117425437,20.90769687110511,24.72731319148508,0.7162845260814903,51.32726597453588,38.270396404413496,53.73246416536521
2025-07-18 03:00:00,26.2,997.0,100.0,29.9,5100.0,0.0,1001.5,34.0,0.0,111.75,21.0,0.0,24.0,1.1,10.0,59290,20937.727,0.020143382,26.248932,24.801666,977.90594,1001.39813,-0.05607605,-0.47755432,92.88043975830078,0.48083538,6.6972046,5.701501533057681,17.87719793926883,24.56090134657917,0.6934793419928805,50.77113567959557,39.27792218640607,55.43387508712932
2025-07-18 04:00:00,26.1,991.2,96.0,26.9,3200.0,0.2,1001.0,34.0,0.0,194.5,26.0,0.5,42.0,0.5,10.0,59290,10626.943,0.020144336,26.16397,24.80069,977.824,1001.33,0.100860596,-0.3158722,93.3449935913086,0.33158422,342.2913,5.69938426691773,15.630325579932055,24.57227798392414,0.7178457056220807,51.18525692767577,41.79409670250077,58.56375445751326
2025-07-18 05:00:00,26.0,991.2,96.0,26.8,2300.0,0.0,1001.0,33.8,0.0,277.25,26.0,0.2,42.0,0.0,10.0,59290,13792.42,0.020155793,26.030426,24.811676,977.90955,1001.4406,0.10232544,-0.29660034,94.14762878417967,0.3137551,340.96585,6.157605214829876,14.22639952677947,21.72995414029861,0.7162845260814903,57.416011456222826,42.42481808629884,59.60162687072586
2025-07-18 06:00:00,25.8,991.6,96.0,26.5,4200.0,0.5,1001.4,33.2,0.0,360.0,358.0,0.6,360.0,0.6,10.0,59290,16445.578,0.020178683,25.73941,24.83316,978.04596,1001.5769,0.14932251,-0.50816345,95.90843200683594,0.52964824,343.6247,6.159722480969828,17.189759335489377,19.928969346495368,0.6804650926070872,54.01332355887977,36.66399458485202,54.44200497724947
2025-07-18 07:00:00,26.0,992.0,96.0,26.8,2100.0,0.7,1001.8,33.8,0.0,228.0,303.0,0.4,214.0,0.8,60.0,59290,18123.76,0.02148186,27.383942,25.872223,977.99725,1001.535,0.33624268,-0.42329407,92.65692138671876,0.54058945,321.5382,5.925318841663875,18.117030389957407,19.72443471762241,0.6804650926070872,47.706157699315945,36.48985458757902,51.73819189230297
2025-07-18 08:00:00,25.9,992.2,96.0,26.7,1300.0,2.1,1002.0,33.6,0.6,31.0,42.0,1.9,28.0,2.5,60.0,59290,18996.453,0.020889165,27.446198,25.420807,978.8308,1002.35065,1.0370178,-1.5047607,89.8487319946289,1.8274876,325.42703,6.6094743643221685,14.182303869260364,25.9711739042767,0.7162845260814903,41.27639563566204,32.33156803182858,46.91772763847798
2025-07-18 09:00:00,26.3,992.2,95.0,27.2,10200.0,0.7,1002.0,34.2,0.0,306.0,330.0,1.0,342.0,0.7,0.0,59290,25457.82,0.02156683,29.657623,25.946686,978.5517,1002.0744,0.38656616,-0.8286133,81.54875946044922,0.9143486,334.98993,6.707383711350333,15.215006636217332,26.325718636690635,0.7613066764294446,44.1050772679745,34.50965766433906,49.13785261893983
2025-07-18 10:00:00,26.8,992.1,90.0,28.7,11000.0,1.2,1001.9,35.4,0.0,151.0,25.0,0.5,165.0,1.5,0.0,59290,26362.926,0.02173236,31.696442,26.067535,978.17664,1001.6331,-0.4914093,-0.5842743,73.0951919555664,0.7634524,40.065796,5.799410880085846,13.975832571053555,37.48982633830835,0.7030585500817018,43.50707482038474,32.57219545725624,46.64204696491752
2025-07-18 11:00:00,26.7,991.1,81.0,30.4,18700.0,1.1,1000.9,35.1,0.0,351.0,308.0,1.2,21.0,1.1,0.0,59290,28481.549,0.021988822,32.33731,26.253326,977.59546,1001.0125,-0.7640381,0.058685303,71.27696990966797,0.7662885,94.39224,5.261522238418437,11.112456403911924,58.26779528738838,0.6598093058883331,41.96087072167335,34.91533418570231,48.43115867959085
2025-07-18 12:00:00,26.9,990.0,75.0,32.0,21400.0,1.4,999.7,35.6,0.0,232.0,202.0,1.3,248.0,1.4,0.0,59290,3632.2273,0.021863459,29.792877,26.160065,977.65533,1001.15936,-1.1693115,0.2702942,81.95327758789062,1.2001451,103.0157,4.175972366370523,7.677436300528107,91.52669248114978,0.6598093058883331,40.16274850338903,33.21134796279434,47.5410740628613
2025-07-18 13:00:00,28.1,989.3,79.0,32.3,2100.0,1.0,999.0,38.2,4.4,270.0,177.0,0.9,294.0,1.3,64.0,59290,4520.3916,0.020674337,26.487213,25.24112,978.3095,1001.96185,-0.42721558,0.9193115,94.0348129272461,1.0137291,155.07513,3.9479205254844256,5.675319034388155,99.35144944184866,0.6354429422591329,40.41426893012732,31.00423857459274,46.2090622267868
2025-07-18 14:00:00,27.9,988.1,73.0,33.5,26600.0,1.4,997.8,37.7,1.5,205.0,234.0,1.3,191.0,1.7,21.0,59290,10651.189,0.020241821,26.72403,24.858795,976.53577,1000.1375,-1.078125,-0.80711365,90.6259994506836,1.3467687,53.18048,4.043712606372639,5.132785465130667,86.99288287018435,0.603270276695697,35.57739908798466,25.76406918416897,40.557894368127904
2025-07-18 15:00:00,27.5,986.9,69.0,34.1,26800.0,1.5,996.6,36.9,0.0,184.0,168.0,1.8,180.0,1.5,0.0,59290,11935.25,0.020353377,27.172272,24.943756,976.1216,999.7031,0.0018005371,0.07247925,88.71630096435547,0.07250161,0.0,3.9479205254844256,4.654463150684389,88.43532683846976,0.5598093058883332,28.46582557546992,21.889692248704574,33.22802602500482
2025-07-18 16:00:00,27.4,986.9,64.0,35.3,25000.0,1.5,996.6,36.5,0.0,166.0,170.0,1.1,166.0,2.0,0.0,59290,19493.854,0.020458266,27.334381,25.016022,975.3922,998.9313,0.692276,-0.5832825,88.26301574707031,0.9052428,310.11606,4.043712606372639,4.407034602239687,86.40289473779725,0.5372158484137186,28.780479635416665,20.04573171840856,31.354118083886576
2025-07-18 17:00:00,27.0,987.2,75.0,32.1,8600.0,0.6,996.9,35.8,0.0,193.0,138.0,1.2,180.0,0.8,0.0,59290,20673.639,0.020848302,27.801178,25.326569,975.23706,998.7606,0.49591064,-0.7977905,87.50640869140625,0.9393599,328.1347,4.175972366370523,7.133070362173101,90.131146756001,0.5841756695175334,32.836459312622644,26.441155166461314,38.91214598466389
2025-07-18 18:00:00,24.2,988.1,76.0,28.9,27300.0,1.4,997.9,30.2,0.0,188.0,216.0,1.6,194.0,1.6,0.0,59290,20881.064,0.021291282,28.097076,25.68106,975.54333,999.0525,-0.5228729,-0.72698975,87.86244201660156,0.89549434,35.724823,3.9479205254844256,7.972709791208483,80.2958339485775,0.5598093058883332,31.607311972518897,23.01581012346761,33.80852759730454
2025-07-18 19:00:00,23.9,988.4,77.0,28.4,11800.0,1.3,998.2,29.7,0.0,190.0,175.0,1.2,187.0,1.4,0.0,59290,18081.348,0.021779098,27.362946,26.058258,975.51483,999.01874,-0.12579346,0.044784546,93.81597137451172,0.13352771,109.59659,3.9479205254844256,8.62792808484355,74.73420856880384,0.5276366403248972,29.18477734577136,16.591193781762254,29.73347559872629
2025-07-18 20:00:00,23.2,990.3,84.0,26.2,700.0,2.2,1000.1,28.5,7.2,329.0,326.0,1.6,322.0,2.6,64.0,59290,5196.486,0.02057617,26.84488,25.124176,976.157,999.6813,0.3195343,-2.7948608,91.4340591430664,2.8130677,353.47772,4.043712606372639,11.355792171561646,66.6218999785433,0.5598093058883332,18.02322996636574,12.662533536661591,24.34707211046636
2025-07-18 21:00:00,24.3,991.3,94.0,25.4,5800.0,0.9,1001.2,30.4,2.3,104.0,52.0,1.3,111.0,1.3,62.0,59290,3911.6968,0.020680603,25.961578,25.215485,976.584,1000.15,-0.6006317,-1.2005615,96.86237335205078,1.3424256,26.57843,4.175972366370523,13.342751009205717,59.3215514952137,0.5598093058883332,17.834756745314063,11.257503815699849,21.47408778216637
2025-07-18 22:00:00,24.6,991.0,95.0,25.5,8000.0,1.4,1000.8,30.9,1.7,32.0,47.0,1.0,25.0,1.7,60.0,59290,3533.8318,0.019561943,25.133942,24.30777,977.3452,1000.9475,-0.57244873,-1.0750427,96.3181381225586,1.217955,28.03482,3.9479205254844256,10.233464399051549,64.7608497282583,0.5502300977995118,16.94579154722266,8.912079351246245,21.31676746437893
2025-07-18 23:00:00,24.7,990.0,95.0,25.6,9300.0,0.6,999.8,31.1,0.1,68.0,19.0,0.5,65.0,0.6,21.0,59290,3281.0977,0.019975854,25.116608,24.638092,976.32263,999.91187,0.577713,-0.91804504,98.35482788085938,1.0846931,327.81836,3.9479205254844256,10.272366368142148,62.28931205713555,0.5286054757028275,15.321272726442553,7.810958634235854,20.458021608620843
2025-07-19 00:00:00,24.8,989.1,96.0,25.5,5200.0,0.3,998.8,31.3,0.0,58.0,73.0,0.7,84.0,0.6,10.0,59290,9414.42,0.020062149,25.16568,24.694977,975.5009,999.08124,-0.3795166,-0.30612183,98.4082489013672,0.4875894,51.109985,3.9479205254844256,10.311268337232748,59.81777438601279,0.5069808536061431,13.696753905662444,6.709837917225464,19.59927575286276
2025-07-19 01:00:00,24.8,987.7,96.0,25.5,7000.0,0.6,997.4,31.3,0.1,69.0,88.0,0.8,75.0,0.8,0.0,59290,10626.229,0.019524254,24.856842,24.231842,974.71857,998.25,-0.029037476,-1.2804413,97.47308349609376,1.2807704,1.2991028,3.9479205254844256,9.040232591262372,54.60203438041322,0.5295743110807577,13.067875367225207,6.388111261591104,17.97583723914743
2025-07-19 02:00:00,24.6,987.2,96.0,25.3,7200.0,1.1,996.9,30.9,0.0,182.0,237.0,0.8,174.0,1.4,60.0,59290,12437.146,0.019436942,24.792877,24.148346,974.09204,997.58124,0.65600586,-1.4037018,97.3462142944336,1.5494264,334.95142,3.9479205254844256,6.591745302776313,55.53776237250254,0.5295743110807577,12.160912091978677,6.29231918070289,17.876193677125784
2025-07-19 03:00:00,24.7,987.5,96.0,25.4,5600.0,1.1,997.2,31.1,0.0,14.0,57.0,1.0,33.0,1.2,10.0,59290,12558.41,0.019382572,24.52652,24.092926,973.63245,997.1169,-0.026626587,-0.6630707,98.58692932128906,0.6636051,2.2995605,4.221751140674678,7.139513823796259,52.07056248779905,0.5068749902991455,13.535414525710824,6.424578940700775,18.114992504861164
2025-07-19 04:00:00,24.5,987.5,96.0,25.2,4700.0,0.9,997.2,30.7,0.0,307.0,293.0,0.9,291.0,1.3,10.0,59290,12596.907,0.019010171,24.256256,23.764069,973.0847,996.5694,0.16308594,-0.63526917,98.2170639038086,0.6558688,345.602,4.495581755864932,7.687282344816203,48.60336260309555,0.4841756695175334,14.909916959442972,6.556838700698659,18.353791332596536
2025-07-19 05:00:00,24.5,987.1,96.0,25.2,3300.0,0.2,996.8,30.7,0.0,307.0,73.0,0.3,79.0,0.6,10.0,59290,7659.7188,0.019003948,24.185455,23.747955,972.4414,995.89874,0.58361816,-0.99316406,98.53794860839844,1.1519483,329.56,5.307762506241206,7.438879398235319,46.573474908661545,0.5391535191695791,17.60946969622829,8.894560202885392,19.97553047630964
2025-07-19 06:00:00,24.3,987.0,96.0,25.0,6500.0,1.1,996.8,30.4,0.1,341.0,350.0,0.9,340.0,1.2,10.0,59290,12683.954,0.0188361,24.061188,23.60025,972.28485,995.72876,0.47514343,-0.9620056,98.38365936279295,1.0729474,333.7148,5.763866188013401,6.983918584466895,46.57219545725624,0.5295743110807577,21.7957374314841,13.791819676899944,24.69068535360984
2025-07-19 07:00:00,24.8,986.8,96.0,25.5,9600.0,1.0,996.6,31.3,0.0,11.0,1.0,1.0,356.0,1.3,0.0,59290,12682.189,0.020176498,25.46695,24.74234,972.8399,996.29376,0.7918091,-0.75982666,96.94439697265624,1.0974052,313.81918,5.987683496619596,7.47336312319085,42.40540056120387,0.5598093058883332,26.057419068677227,14.699792508164432,26.78840997755324
2025-07-19 08:00:00,25.0,986.5,89.0,27.0,15200.0,1.3,996.3,31.7,0.0,303.0,320.0,0.8,294.0,1.4,0.0,59290,18036.922,0.02201859,27.773346,26.197174,973.0094,996.4369,0.60647583,-1.0627289,92.3575210571289,1.2236035,330.28754,6.665487220858035,6.908059400245222,45.12987120179243,0.5391535191695791,21.06695035772878,11.39998800303842,21.06695035772878
2025-07-19 09:00:00,25.8,986.2,83.0,29.0,9000.0,0.6,996.0,33.2,0.0,272.0,149.0,0.8,200.0,1.6,0.0,59290,10855.91,0.02078884,30.211578,25.235016,972.7125,996.1,-0.65834045,-2.7397766,75.68618774414062,2.8177629,13.511414,5.40355458712942,4.720878240616287,58.83514294087774,0.5391535191695791,17.063996673532337,10.645855474451103,20.202694800930807
2025-07-19 10:00:00,25.6,986.1,70.0,31.8,29900.0,1.3,995.8,32.9,0.0,193.0,153.0,1.3,209.0,1.5,0.0,59290,14574.481,0.019610574,31.180328,24.272125,972.79224,996.14,-1.971344,-4.085556,67.55133056640625,4.536294,25.757996,5.177620012383273,4.872514708172776,68.78306346636217,0.5391535191695791,20.38064707914264,14.138896455460172,23.99111146903712
2025-07-19 11:00:00,25.5,985.5,66.0,32.8,27500.0,1.9,995.2,32.8,0.0,13.0,21.0,1.9,37.0,2.8,0.0,59290,21610.432,0.01893924,32.43399,23.693756,972.45703,995.7506,-2.3089905,-3.6864014,60.73615264892578,4.349827,32.061096,4.497699022004883,3.986035850606846,68.60588259013095,0.5391535191695791,22.668371215071964,14.103153435326028,24.54364127937949
2025-07-19 12:00:00,26.1,985.0,68.0,32.9,30000.0,1.7,994.7,34.0,0.0,63.0,75.0,1.9,47.0,1.9,0.0,59290,21895.354,0.018611731,33.197174,23.396393,971.8486,995.09,-2.2373047,-3.736267,57.13743209838867,4.354908,30.913483,4.497699022004883,3.757984009720748,67.24079589529526,0.5391535191695791,23.90129567823276,15.146866041698663,25.774448476400323
2025-07-19 13:00:00,25.3,984.3,64.0,33.1,27100.0,1.7,994.0,32.3,0.0,53.0,45.0,2.4,31.0,2.6,0.0,59290,30000.0,0.018221145,32.914948,23.036041,971.0402,994.2488,-2.2713318,-2.5633698,56.78631591796875,3.4248815,41.543274,4.401906941116669,3.5299321688346508,62.18706877476693,0.4919819714517691,19.60644569626829,14.338450203475094,22.43039080322987
2025-07-19 14:00:00,26.0,984.0,64.0,33.8,24400.0,2.0,993.7,33.6,0.0,24.0,26.0,2.4,3.0,3.2,0.0,59290,30000.0,0.017927315,34.34317,22.747467,969.70844,992.84436,-2.5022278,-2.5599518,51.503395080566406,3.5797343,44.34668,3.9479205254844256,3.2082055132002907,57.355597885812784,0.4693885139771545,15.418345591914967,11.62095382386504,19.052436709780768
2025-07-19 15:00:00,25.5,983.2,61.0,34.2,30000.0,3.0,992.9,32.8,0.0,54.0,46.0,3.8,45.0,3.4,0.0,59290,30000.0,0.01815426,34.639313,22.940094,968.89343,991.9981,-2.7745056,-2.3610535,51.25932312011719,3.6431382,49.602814,4.175972366370523,3.3039975940885045,55.603398526061696,0.4693885139771545,18.97368876667812,10.075026808478016,20.835980755612383
2025-07-19 16:00:00,25.4,982.9,63.0,33.5,21100.0,2.3,992.6,32.5,0.0,20.0,18.0,2.4,29.0,3.5,0.0,59290,6546.5547,0.01815282,33.564117,22.939117,968.9695,992.1,-1.7888184,-3.2310486,54.43084335327149,3.6931756,28.970398,4.173855100230572,3.4949436658701405,50.64794755049083,0.4598093058883331,16.39075541501812,9.655390805815491,17.1944260868919
2025-07-19 17:00:00,25.6,982.6,64.0,33.4,27600.0,1.7,992.3,32.9,0.0,22.0,17.0,2.1,28.0,2.3,0.0,59290,28360.982,0.01931631,31.339508,23.964508,969.3638,992.59064,-1.0955505,-2.1854858,65.70436096191406,2.4447043,26.623901,4.130474268944594,4.418897529247864,45.44934720661502,0.4862573769820817,17.367214919213318,10.195522003296915,17.77120019852726
2025-07-19 18:00:00,25.5,982.8,67.0,32.5,7900.0,1.5,992.5,32.7,0.0,19.0,17.0,1.6,34.0,1.8,0.0,59290,28341.258,0.020629998,30.470123,25.059967,969.8999,993.14,-0.28903198,-1.2844543,73.78789520263672,1.3165722,12.681641,4.087093437658616,5.342851392625586,40.25074686273922,0.5127054480758305,17.170966392583285,10.73565320077834,18.347974310162613
2025-07-19 19:00:00,25.9,983.1,73.0,31.4,16000.0,1.5,992.8,33.5,0.0,338.0,340.0,1.3,343.0,2.0,0.0,59290,19385.812,0.020160787,29.727448,24.686432,970.32935,993.5644,-0.17619324,-1.9834595,75.28799438476562,1.9912698,5.0763245,4.043712606372639,6.266805256003309,35.05214651886342,0.5391535191695791,16.991393989327374,11.27578439825976,18.924748421797965
