DATE,dt,p,rh,t,vis,ws_2min,slp,vapor,precipitation,wd_2min,wd_10min,ws_10min,wd_instant,ws_instant,phenomena,station_id,SO2,NO2,CO,O3,PM10,PM2.5,AQI,ec_vis,ec_sh2,ec_t2m,ec_d2m,ec_sp,ec_msl,ec_u10,ec_v10,ec_rh,ec_ws,ec_wd,ec_cbh,ec_sf,ec_blh,ec_fal,ec_lcc,ec_mcc,ec_hcc,ec_tp
2025-07-17 02:00:00,26.6,991.1,89.0,28.7,30000.0,0.1,1003.4,35.0,0.0,306.33,358.0,0.5,28.0,0.3,0.0,59298,5.98,21.48,0.44,25.64,31.17,15.53,28.59,19958.67,0.02,27.5,26.88,999.22,1004.07,0.09,-0.61,97.72,0.62,352.0,465.07,0.0,35.18,0.15,0.05,0.0,0.08,0.0
2025-07-17 02:00:00,25.6,997.7,81.0,29.3,30000.0,1.7,1003.5,33.0,0.0,234.0,251.0,1.5,227.0,2.3,0.0,59297,6.18,20.63,0.5,25.11,30.93,14.5,30.73,19678.67,0.02,27.43,26.35,1004.16,1003.94,0.98,-0.0,95.06,0.98,270.08,304.07,0.0,119.56,0.17,0.22,0.0,0.15,0.0
2025-07-17 03:00:00,25.4,997.4,81.0,29.1,30000.0,1.2,1003.1,32.6,0.0,284.0,265.0,1.4,281.0,1.4,0.0,59297,6.0,29.89,0.5,18.39,32.04,15.96,32.57,19674.19,0.02,27.52,26.37,1003.89,1003.67,0.38,0.09,94.68,0.39,256.65,304.01,0.0,54.53,0.17,0.18,0.0,0.35,0.0
2025-07-17 03:00:00,26.8,990.6,94.0,27.9,12500.0,1.9,1002.8,35.3,0.0,302.0,299.0,1.9,309.0,2.0,0.0,59298,5.99,28.76,0.44,18.9,32.32,16.34,29.51,14114.19,0.02,27.29,26.78,998.95,1003.8,0.13,-0.65,98.32,0.66,348.59,464.51,0.0,39.53,0.15,0.14,0.0,0.31,0.0
2025-07-17 03:00:00,25.9,993.1,95.0,26.8,5700.0,0.7,1002.8,33.4,0.0,357.0,352.0,0.8,346.0,0.9,10.0,59290,6.18,18.78,0.6,45.08,29.66,13.91,30.09,18158.19,0.02,26.13,25.08,980.57,1004.22,-0.27,0.35,95.12,0.44,142.17,215.01,0.0,33.65,0.16,0.15,0.0,0.96,0.0
2025-07-17 03:00:00,26.0,993.3,86.0,28.6,30000.0,0.9,1002.9,33.6,0.0,150.0,144.0,1.1,156.0,1.2,0.0,59492,5.97,24.54,0.54,17.87,28.85,14.45,28.24,14356.19,0.02,27.13,26.56,1001.84,1003.75,-0.66,0.76,97.99,1.0,138.95,406.51,0.0,60.53,0.17,0.05,0.0,0.53,0.0
2025-07-17 04:00:00,25.6,993.2,89.0,27.6,15400.0,1.9,1002.9,32.8,0.0,66.0,54.0,1.5,68.0,2.1,0.0,59492,5.97,27.87,0.54,8.31,28.86,14.71,28.49,14351.53,0.02,26.87,26.39,1001.78,1003.69,-0.53,0.67,98.51,0.85,141.85,406.03,0.0,47.93,0.17,0.14,0.0,0.94,0.0
2025-07-17 04:00:00,25.9,993.0,96.0,26.6,5400.0,0.8,1002.7,33.4,0.0,351.0,4.0,0.9,351.0,1.0,10.0,59290,6.0,18.78,0.6,35.79,33.07,15.18,32.17,17715.53,0.02,25.75,25.07,980.4,1004.06,-0.36,0.16,97.25,0.4,113.45,177.53,0.0,28.18,0.16,0.75,0.0,0.97,0.0
2025-07-17 04:00:00,25.9,990.5,90.0,27.7,30000.0,2.0,1002.8,33.4,0.0,299.0,294.0,2.3,301.0,2.3,0.0,59298,5.16,33.06,0.44,9.26,31.68,16.41,29.02,14109.53,0.02,27.1,26.67,998.85,1003.7,0.06,-0.22,98.82,0.22,343.85,464.03,0.0,20.93,0.15,0.08,0.0,0.56,0.0
2025-07-17 04:00:00,25.5,997.3,83.0,28.7,30000.0,1.2,1003.1,32.6,0.0,7.0,5.0,1.4,11.0,1.1,0.0,59297,6.0,33.62,0.5,9.57,31.64,15.84,31.89,18845.53,0.02,27.22,26.36,1003.78,1003.56,0.22,0.44,96.29,0.49,206.27,258.53,0.0,60.93,0.17,0.21,0.0,0.09,0.0
2025-07-17 05:00:00,25.8,997.5,88.0,28.0,27200.0,0.6,1003.3,33.2,0.0,7.0,341.0,0.6,12.0,0.8,0.0,59297,7.0,27.78,0.5,9.52,29.18,12.76,28.78,19557.81,0.02,26.97,26.38,1004.1,1003.88,-0.13,0.75,97.8,0.76,170.01,258.5,0.0,74.95,0.17,0.24,0.0,0.41,0.0
2025-07-17 05:00:00,25.6,990.9,89.0,27.6,30000.0,1.5,1003.2,32.8,0.0,274.0,286.0,1.9,262.0,1.7,0.0,59298,7.0,28.76,0.44,9.02,28.74,13.03,25.64,14105.81,0.02,26.78,26.71,999.2,1004.06,-0.05,0.01,100.0,0.05,103.6,14111.0,0.0,11.7,0.15,0.1,0.0,0.9,0.0
2025-07-17 05:00:00,25.8,993.4,96.0,26.5,4000.0,1.1,1003.1,33.2,0.0,12.0,15.0,0.8,25.0,1.3,10.0,59290,5.15,18.78,0.6,30.64,31.88,17.28,32.68,12509.81,0.02,25.46,25.06,980.68,1004.36,-0.51,0.34,98.87,0.61,123.73,160.0,0.0,43.07,0.16,0.98,0.0,0.95,0.0
2025-07-17 05:00:00,25.7,993.7,91.0,27.4,20600.0,1.7,1003.4,33.2,0.0,75.0,74.0,1.7,74.0,1.8,0.0,59492,6.83,24.54,0.54,10.29,25.54,12.8,25.83,14347.81,0.02,26.88,26.41,1002.17,1004.08,-0.54,0.87,98.5,1.02,148.25,406.0,0.0,52.95,0.17,0.12,0.0,0.95,0.0
2025-07-17 06:00:00,25.7,994.2,92.0,27.2,17900.0,1.4,1003.9,33.1,0.0,100.0,97.0,1.5,111.0,1.8,0.0,59492,5.97,20.68,0.6,9.74,24.09,12.4,24.94,14345.12,0.02,26.78,26.36,1002.44,1004.35,-0.66,0.61,98.82,0.9,132.98,464.47,0.0,43.32,0.17,0.09,0.0,0.83,0.0
2025-07-17 06:00:00,25.7,998.4,91.0,27.4,26500.0,1.1,1004.2,33.2,0.0,330.0,329.0,0.9,322.0,1.1,0.0,59297,6.18,21.56,0.5,13.38,27.8,12.17,27.26,3809.12,0.02,26.88,26.45,1004.42,1004.2,-0.14,0.85,98.79,0.86,170.49,178.97,0.0,76.57,0.17,0.24,0.0,0.77,0.0
2025-07-17 06:00:00,25.9,993.8,96.0,26.6,5200.0,0.5,1003.5,33.4,0.0,158.0,15.0,0.2,158.0,0.5,10.0,59290,5.15,18.78,0.6,25.38,32.69,18.24,32.8,12137.12,0.02,25.35,25.21,980.93,1004.62,-0.43,0.53,100.0,0.68,140.71,32.47,0.0,47.94,0.16,0.97,0.0,1.0,0.0
2025-07-17 06:00:00,26.0,991.6,90.0,27.9,30000.0,0.8,1003.9,33.8,0.0,146.0,194.0,0.7,142.0,0.9,0.0,59298,5.98,21.48,0.44,13.32,27.35,12.56,24.05,193.12,0.02,26.75,26.75,999.5,1004.36,-0.43,0.02,100.0,0.43,92.81,463.97,0.0,28.69,0.15,0.97,0.0,0.55,0.0
2025-07-17 07:00:00,25.9,994.8,91.0,27.6,14900.0,1.0,1004.5,33.5,0.0,90.0,79.0,1.2,76.0,1.2,0.0,59492,6.83,17.96,0.6,12.63,27.61,13.84,27.04,20277.7,0.02,28.24,26.9,1002.79,1004.7,-0.5,0.91,93.7,1.04,151.48,754.03,0.0,136.67,0.17,0.04,0.0,0.99,0.0
2025-07-17 07:00:00,26.2,998.8,89.0,28.2,30000.0,1.1,1004.6,34.0,0.0,357.0,353.0,1.1,1.0,1.2,0.0,59297,6.97,18.77,0.5,16.36,29.66,13.25,28.73,13679.69,0.02,28.21,27.09,1004.83,1004.61,1.0,1.43,94.89,1.74,215.03,161.03,0.0,234.17,0.17,0.34,0.01,0.99,0.0
2025-07-17 07:00:00,26.6,992.1,88.0,28.8,30000.0,0.8,1004.4,34.8,0.0,124.0,141.0,1.0,123.0,1.0,0.0,59298,7.0,18.38,0.44,16.4,29.23,13.9,26.0,10419.69,0.02,27.76,27.23,999.9,1004.76,-0.44,-0.21,98.28,0.49,64.9,527.53,0.0,62.92,0.15,0.15,0.0,0.99,0.0
2025-07-17 07:00:00,26.1,994.1,95.0,27.0,8200.0,0.0,1003.9,33.8,0.0,147.5,63.0,0.0,313.0,0.3,0.0,59290,5.99,18.78,0.61,23.51,35.03,19.25,33.81,11235.69,0.02,26.54,26.0,981.59,1005.3,0.17,1.25,98.16,1.26,187.87,56.53,0.0,107.42,0.16,1.0,0.0,1.0,0.0
2025-07-17 08:00:00,26.5,994.4,93.0,27.8,10300.0,0.3,1004.2,34.7,0.0,137.0,111.0,0.5,139.0,0.5,0.0,59290,5.99,16.94,0.61,25.61,35.25,20.38,35.43,17839.54,0.02,28.14,26.49,981.26,1004.92,0.56,1.26,92.0,1.38,204.09,235.55,0.0,358.84,0.16,1.0,0.05,0.95,0.0
2025-07-17 08:00:00,26.4,994.7,84.0,29.4,21600.0,1.3,1004.4,34.4,0.0,114.0,99.0,1.4,122.0,1.5,0.0,59492,7.0,15.95,0.6,19.0,27.14,14.81,27.59,16879.54,0.02,29.64,26.9,1002.41,1004.32,0.65,0.5,86.4,0.82,232.57,379.55,0.0,350.59,0.17,0.17,0.06,0.96,0.0
2025-07-17 08:00:00,26.3,998.8,80.0,30.2,30000.0,2.5,1004.6,34.3,0.0,213.0,206.0,1.8,218.0,2.9,0.0,59297,7.0,16.94,0.5,22.49,32.42,15.18,31.04,12867.54,0.02,29.0,27.42,1004.53,1004.31,1.16,0.97,92.42,1.51,230.01,237.55,0.0,288.34,0.17,0.21,0.07,1.0,0.0
2025-07-17 08:00:00,26.7,992.0,83.0,30.0,30000.0,1.7,1004.3,35.2,0.0,197.0,190.0,1.5,194.0,1.8,0.0,59298,7.0,17.45,0.44,22.11,31.88,15.88,28.69,18835.54,0.02,29.2,27.31,999.58,1004.43,0.92,-0.04,90.79,0.93,272.72,280.55,0.0,460.59,0.15,0.19,0.08,1.0,0.0
2025-07-17 09:00:00,25.7,992.5,75.0,30.7,30000.0,2.2,1004.8,33.1,0.0,248.0,250.0,2.3,231.0,5.0,0.0,59298,5.98,16.75,0.44,33.81,30.3,15.65,27.61,25347.42,0.02,30.73,27.23,999.71,1004.55,1.34,-0.13,82.75,1.35,275.71,497.41,0.0,662.07,0.15,0.01,0.06,0.99,0.0
2025-07-17 09:00:00,26.2,995.3,77.0,30.8,24400.0,1.2,1005.0,34.1,0.0,310.0,360.0,0.7,319.0,1.6,0.0,59492,6.71,15.95,0.6,31.47,27.63,16.36,28.61,13429.42,0.02,30.79,26.93,1002.6,1004.52,1.03,-0.25,80.99,1.06,283.86,497.91,0.0,594.82,0.17,0.17,0.12,0.96,0.0
2025-07-17 09:00:00,26.0,999.2,75.0,31.0,30000.0,2.0,1005.0,33.6,0.0,197.0,209.0,2.1,218.0,2.9,0.0,59297,6.06,15.95,0.5,33.78,30.23,15.36,29.85,22367.42,0.02,30.39,27.55,1004.71,1004.49,1.14,0.31,86.02,1.18,254.65,380.41,0.0,542.69,0.17,0.04,0.05,0.97,0.0
2025-07-17 09:00:00,26.9,995.1,85.0,29.8,14900.0,1.2,1004.9,35.6,0.0,8.0,34.0,1.0,3.0,1.5,0.0,59290,5.99,15.27,0.61,37.75,35.86,21.92,35.94,23211.42,0.02,29.78,26.56,981.42,1005.05,0.52,0.97,83.97,1.1,208.21,404.41,0.0,656.07,0.16,1.0,0.07,1.0,0.0
2025-07-17 10:00:00,26.8,995.2,78.0,31.2,17900.0,0.3,1005.0,35.4,0.0,210.0,180.0,1.1,241.0,0.6,0.0,59290,5.15,13.97,0.61,61.83,52.88,25.62,47.14,26467.56,0.02,31.06,26.6,981.75,1005.33,0.57,1.18,78.25,1.31,205.76,560.42,0.0,851.48,0.16,0.2,0.1,1.0,0.0
2025-07-17 10:00:00,25.9,992.9,71.0,31.9,30000.0,2.2,1005.2,33.5,0.0,283.0,270.0,2.2,315.0,4.2,0.0,59298,5.99,11.08,0.44,56.82,29.35,14.92,26.3,28243.56,0.02,31.7,27.11,1000.14,1004.99,1.6,-0.2,77.76,1.61,277.16,636.92,0.0,846.23,0.15,0.04,0.07,1.0,0.0
2025-07-17 10:00:00,26.8,999.5,71.0,32.8,29700.0,1.3,1005.3,35.3,0.0,236.0,246.0,1.6,230.0,1.6,0.0,59297,6.0,11.08,0.5,55.83,29.82,15.11,28.68,27913.56,0.02,31.33,27.44,1005.17,1004.95,1.44,0.15,80.99,1.45,264.04,498.92,0.0,709.1,0.17,0.05,0.05,1.0,0.0
2025-07-17 10:00:00,26.3,995.6,73.0,31.8,2600.0,1.2,1005.3,34.3,0.0,110.0,261.0,1.1,152.0,1.8,5.0,59492,6.06,13.06,0.54,50.59,26.78,16.71,28.63,26507.56,0.02,31.98,27.25,1002.97,1004.88,1.1,-0.61,77.19,1.25,298.95,565.92,0.0,831.73,0.17,0.02,0.03,1.0,0.0
2025-07-17 11:00:00,26.0,995.5,69.0,32.5,23900.0,1.5,1005.2,33.7,0.0,337.0,316.0,1.7,19.0,1.5,0.0,59492,5.97,10.12,0.52,77.94,35.79,20.05,35.77,29354.65,0.02,32.91,27.43,1002.84,1004.74,1.52,-0.9,73.98,1.77,300.48,718.16,0.0,1034.25,0.17,0.16,0.04,1.0,0.0
2025-07-17 11:00:00,26.0,999.4,66.0,33.3,28400.0,2.3,1005.2,33.7,0.0,197.0,269.0,1.5,203.0,3.2,0.0,59297,6.0,8.34,0.5,88.92,32.89,19.39,32.46,28450.65,0.02,32.5,27.38,1005.13,1004.92,1.94,0.3,75.51,1.97,261.34,639.16,0.0,921.5,0.17,0.02,0.04,1.0,0.0
2025-07-17 11:00:00,27.1,994.9,72.0,32.9,20500.0,1.6,1004.7,36.0,0.0,174.0,129.0,2.0,188.0,2.0,0.0,59290,5.15,10.12,0.61,90.9,46.48,27.17,45.57,28592.65,0.02,32.17,26.32,981.83,1005.37,1.13,1.32,72.26,1.74,220.43,795.66,0.0,1165.12,0.16,1.0,0.07,1.0,0.0
2025-07-17 11:00:00,26.2,992.8,69.0,32.7,30000.0,2.0,1005.1,34.1,0.0,264.0,252.0,2.3,263.0,2.5,0.0,59298,5.99,8.34,0.44,89.41,33.65,19.53,31.37,28854.65,0.02,32.72,27.04,1000.06,1004.9,2.02,-0.27,73.08,2.04,277.66,802.16,0.0,1064.75,0.15,0.3,0.05,1.0,0.0
2025-07-17 12:00:00,26.7,991.8,68.0,33.5,30000.0,2.9,1004.1,35.1,0.0,273.0,285.0,2.4,271.0,4.2,0.0,59298,5.15,8.33,0.44,116.68,38.39,22.74,37.74,31191.22,0.02,33.13,26.76,999.42,1004.24,1.99,-0.69,70.23,2.1,289.06,895.12,0.0,1159.45,0.15,0.15,0.04,1.0,0.0
2025-07-17 12:00:00,25.8,998.5,62.0,34.2,26100.0,1.7,1004.3,33.3,0.0,235.0,253.0,1.6,222.0,1.9,0.0,59297,5.15,8.38,0.5,116.47,37.62,23.32,39.52,30745.22,0.02,33.09,27.07,1004.44,1004.22,1.52,0.23,71.7,1.53,261.53,804.12,0.0,1007.64,0.17,0.04,0.05,1.0,0.0
2025-07-17 12:00:00,25.6,994.6,66.0,32.9,20200.0,1.6,1004.3,33.0,0.0,283.0,308.0,2.3,303.0,2.4,0.0,59492,5.98,8.33,0.5,109.03,37.81,23.49,39.96,31745.22,0.02,33.42,27.24,1002.27,1004.17,1.63,-1.61,71.11,2.29,314.64,804.62,0.0,1082.2,0.17,0.17,0.03,1.0,0.0
2025-07-17 12:00:00,26.8,993.8,66.0,34.1,20600.0,2.0,1003.5,35.3,0.0,184.0,193.0,1.7,176.0,3.4,0.0,59290,5.15,8.38,0.6,117.16,44.06,26.05,48.11,7683.22,0.02,29.64,25.48,981.54,1005.15,1.87,2.31,79.36,2.97,219.03,2175.62,0.0,465.01,0.16,0.06,0.44,1.0,0.0
2025-07-17 13:00:00,27.3,993.0,65.0,34.9,25300.0,1.5,1002.7,36.3,0.0,149.0,166.0,1.7,126.0,1.6,0.0,59290,4.99,7.81,0.6,137.97,40.96,27.03,49.51,13058.61,0.02,30.15,25.45,980.83,1004.42,2.16,0.23,76.91,2.17,263.93,5730.72,0.0,480.44,0.16,0.03,0.03,1.0,0.0
2025-07-17 13:00:00,26.3,991.0,63.0,34.4,30000.0,1.1,1003.3,34.2,0.0,291.0,302.0,1.6,346.0,2.2,0.0,59298,5.15,7.81,0.44,143.04,39.77,24.54,44.87,31184.62,0.02,33.53,26.48,998.72,1003.54,2.04,-0.52,67.53,2.11,284.37,995.22,0.0,1116.44,0.15,0.06,0.1,1.0,0.0
2025-07-17 13:00:00,25.9,997.6,59.0,35.2,28500.0,1.8,1003.4,33.5,0.0,259.0,269.0,1.8,268.0,2.9,0.0,59297,5.15,7.81,0.5,141.01,38.01,25.44,46.44,30740.62,0.02,33.43,26.5,1003.67,1003.45,1.63,0.75,67.97,1.8,245.27,897.22,0.0,962.82,0.17,0.03,0.08,1.0,0.0
2025-07-17 13:00:00,25.8,993.6,61.0,34.5,22300.0,1.8,1003.2,33.3,0.0,226.0,277.0,1.9,217.0,2.0,0.0,59492,5.98,7.8,0.5,134.9,38.49,26.23,45.29,31738.62,0.02,33.98,27.04,1001.42,1003.32,1.68,-1.77,68.1,2.43,316.49,898.22,0.0,1098.19,0.17,0.07,0.06,1.0,0.0
2025-07-17 14:00:00,25.4,992.8,59.0,34.6,23400.0,2.7,1002.4,32.4,0.0,346.0,343.0,2.6,320.0,3.3,0.0,59492,5.97,8.33,0.5,145.36,40.32,28.89,51.54,23060.82,0.02,34.11,26.79,1000.59,1002.49,2.39,-1.0,66.61,2.59,292.7,947.26,0.0,1074.74,0.17,0.07,0.11,1.0,0.0
2025-07-17 14:00:00,26.5,996.9,58.0,36.1,28800.0,1.8,1002.6,34.6,0.0,311.0,313.0,1.4,317.0,2.2,0.0,59297,5.15,8.37,0.5,158.11,42.09,28.85,56.56,15642.82,0.02,32.09,26.1,1003.35,1003.13,3.16,-1.22,71.58,3.38,291.06,944.76,0.0,542.11,0.17,0.18,0.16,1.0,0.0
2025-07-17 14:00:00,26.7,990.4,63.0,34.9,30000.0,2.4,1002.6,35.2,0.0,302.0,280.0,2.4,306.0,3.8,0.0,59298,5.01,8.32,0.44,161.58,44.91,28.18,55.94,31178.82,0.02,33.78,26.04,997.93,1002.75,2.95,0.47,64.85,2.98,261.02,1855.76,0.0,937.11,0.15,0.05,0.14,0.98,0.0
2025-07-17 14:00:00,25.3,993.2,81.0,29.0,6400.0,9.3,1003.0,32.4,6.7,277.0,277.0,7.0,244.0,10.3,64.0,59290,4.99,6.96,0.6,139.82,38.7,27.21,49.36,21964.82,0.02,31.72,25.46,979.82,1003.32,1.22,0.14,70.36,1.23,263.26,5732.26,0.0,729.99,0.16,0.0,0.03,1.0,0.0
2025-07-17 15:00:00,26.8,989.7,60.0,35.9,30000.0,3.3,1001.9,35.4,0.0,316.0,297.0,2.8,313.0,3.8,0.0,59298,5.16,9.31,0.44,169.91,44.05,27.57,63.9,13673.76,0.02,31.94,26.3,997.63,1002.46,2.74,-1.52,73.08,3.13,299.03,1045.94,0.0,578.7,0.15,0.05,0.07,1.0,0.0
2025-07-17 15:00:00,26.4,992.7,93.0,27.7,2900.0,0.6,1002.5,34.5,17.0,96.0,104.0,0.7,76.0,0.7,60.0,59290,4.99,7.79,0.6,127.07,36.77,28.81,47.89,28573.76,0.02,32.17,25.35,979.29,1002.75,1.88,1.3,68.17,2.28,235.35,886.44,0.0,880.7,0.16,0.08,0.07,1.0,0.0
2025-07-17 15:00:00,26.2,996.3,58.0,35.8,28900.0,2.2,1002.0,34.0,0.0,253.0,256.0,1.8,251.0,2.8,0.0,59297,6.0,8.33,0.5,165.83,41.95,28.23,63.33,16755.76,0.02,31.13,26.46,1002.65,1002.44,1.3,-1.0,77.25,1.64,307.77,9866.44,0.0,432.08,0.17,0.0,0.0,1.0,0.0
2025-07-17 15:00:00,25.5,992.2,57.0,35.4,21000.0,3.6,1001.8,32.7,0.0,241.0,248.0,3.1,246.0,4.5,0.0,59492,5.97,9.31,0.5,154.07,39.12,28.22,55.48,29331.76,0.02,32.12,26.8,1000.56,1002.46,1.7,1.87,74.52,2.53,222.31,943.94,0.0,519.45,0.17,0.1,0.13,1.0,0.0
2025-07-17 16:00:00,26.5,995.6,58.0,36.1,29300.0,1.2,1001.3,34.6,0.0,280.0,298.0,1.4,315.0,1.5,0.0,59297,6.0,9.17,0.5,180.17,47.79,30.49,81.41,27769.91,0.02,32.04,26.83,1001.71,1001.49,1.59,-0.07,75.02,1.59,272.37,945.18,0.0,542.97,0.17,0.02,0.0,0.98,0.0
2025-07-17 16:00:00,25.7,991.4,56.0,35.9,20800.0,2.5,1001.0,33.0,0.0,279.0,297.0,2.4,295.0,4.5,0.0,59492,5.97,10.12,0.5,166.42,43.36,30.07,68.06,8615.91,0.02,32.21,25.53,999.59,1001.49,1.51,0.01,68.72,1.51,269.72,758.68,0.0,697.47,0.17,0.31,0.22,1.0,0.0
2025-07-17 16:00:00,26.4,988.9,59.0,35.7,30000.0,2.6,1001.1,34.4,0.0,310.0,284.0,2.5,316.0,4.5,0.0,59298,5.16,10.12,0.44,183.73,49.35,29.43,81.13,26279.91,0.02,32.11,26.64,996.76,1001.58,1.91,-0.01,73.88,1.91,270.16,6108.18,0.0,661.72,0.15,0.0,0.03,0.99,0.0
2025-07-17 16:00:00,26.0,992.0,82.0,29.5,21400.0,0.7,1001.8,33.8,0.1,74.0,72.0,1.0,85.0,1.1,21.0,59290,4.99,8.38,0.56,115.24,38.14,28.92,46.34,23499.91,0.02,32.16,25.42,978.33,1001.75,1.02,1.04,68.46,1.45,224.33,887.18,0.0,896.1,0.16,0.13,0.12,0.99,0.0
2025-07-17 17:00:00,25.1,990.8,56.0,35.3,20500.0,2.3,1000.4,32.0,0.0,277.0,286.0,2.3,266.0,3.5,0.0,59492,6.01,10.12,0.5,172.33,44.41,30.84,72.29,28345.84,0.02,31.91,26.19,999.07,1000.96,1.18,-0.21,72.7,1.2,280.28,2599.15,0.0,673.14,0.17,0.02,0.05,1.0,0.0
2025-07-17 17:00:00,26.6,988.1,62.0,35.0,30000.0,5.6,1000.3,34.8,0.0,308.0,306.0,4.2,306.0,6.5,0.0,59298,5.16,9.17,0.44,188.39,49.99,30.2,85.91,31161.84,0.02,32.21,26.54,995.97,1000.79,1.67,-0.01,72.99,1.67,270.18,9838.15,0.0,708.64,0.15,0.01,0.01,1.0,0.0
2025-07-17 17:00:00,26.6,994.9,68.0,33.4,23500.0,1.7,1000.7,34.9,0.0,297.0,291.0,1.9,331.0,2.0,60.0,59297,6.0,9.17,0.5,184.85,48.95,31.49,86.7,28417.84,0.02,32.18,26.77,1000.84,1000.62,1.6,0.26,74.18,1.62,260.63,1049.15,0.0,609.64,0.17,0.09,0.0,0.99,0.0
2025-07-17 17:00:00,26.6,991.1,78.0,31.0,21000.0,1.2,1000.9,35.0,0.0,45.0,33.0,0.8,33.0,1.4,0.0,59290,4.99,7.82,0.56,105.0,41.58,28.51,44.7,28563.84,0.02,31.94,25.36,977.79,1001.21,1.11,0.28,69.1,1.15,256.09,935.65,0.0,854.89,0.16,0.12,0.09,1.0,0.0
2025-07-17 18:00:00,26.7,995.0,68.0,33.5,28700.0,1.9,1000.8,35.1,0.0,255.0,265.0,1.6,256.0,2.2,0.0,59297,6.0,13.04,0.5,174.37,54.31,32.94,73.18,28411.88,0.02,31.83,26.77,1001.07,1000.86,0.75,0.51,75.59,0.91,235.51,1162.11,0.0,471.31,0.17,0.04,0.02,0.91,0.0
