datetime,dt,p,rh,t,vis,ws_2min,slp,vapor,precipitation,wd_2min,wd_10min,ws_10min,wd_instant,ws_instant,phenomena,station_id,SO2,NO2,O3,CO,PM10,PM2.5,AQI,ec_blh,ec_cbh,ec_d2m,ec_fal,ec_hcc,ec_lcc,ec_mcc,ec_msl,ec_rh,ec_sf,ec_sh2,ec_sp,ec_t2m,ec_tp,ec_u10,ec_v10,ec_vis,ec_wd,ec_ws,lon,lat
2025-07-17 10:00:00,26.8,995.2,78.0,31.2,17900.0,0.3,1005.0,35.4,0.0,210.0,180.0,1.1,241.0,0.6,0.0,59290,5.848028342769777,14.022814870375905,62.92535826252209,0.6003145217749654,54.046440026284465,25.67582477414687,46.76011957410241,851.48,560.42,26.6,0.16,1.0,0.2,0.1,1005.33,78.25,0.0,0.02,981.75,31.06,0.0,0.57,1.18,26467.56,205.76,1.31,114.25,23.78
2025-07-17 11:00:00,27.1,994.9,72.0,32.9,20500.0,1.6,1004.7,36.0,0.0,174.0,129.0,2.0,188.0,2.0,0.0,59290,5.612285177946382,10.074926791923646,91.38026277062134,0.5988655158833539,47.24732768258251,27.225516701686605,45.19420850597801,1165.12,795.66,26.32,0.16,1.0,1.0,0.07,1005.37,72.26,0.0,0.02,981.83,32.17,0.0,1.13,1.32,28592.65,220.43,1.74,114.25,23.78
2025-07-17 12:00:00,26.8,993.8,66.0,34.1,20600.0,2.0,1003.5,35.3,0.0,184.0,193.0,1.7,176.0,3.4,0.0,59290,5.589189523793077,8.584319512827134,117.56596412832408,0.5990682558593506,44.118208384084,26.10647465853791,47.73078292499074,465.01,2175.62,25.48,0.16,1.0,0.06,0.44,1005.15,79.36,0.0,0.02,981.54,29.64,0.0,1.87,2.31,7683.22,219.03,2.97,114.25,23.78
2025-07-17 13:00:00,27.3,993.0,65.0,34.9,25300.0,1.5,1002.7,36.3,0.0,149.0,166.0,1.7,126.0,1.6,0.0,59290,4.973520320756221,7.796499051854436,138.0000806493248,0.5992144442244557,41.103618387359354,27.087839183331834,49.13087728248366,480.44,5730.72,25.45,0.16,1.0,0.03,0.03,1004.42,76.91,0.0,0.02,980.83,30.15,0.0,2.16,0.23,13058.61,263.93,2.17,114.25,23.78
2025-07-17 14:00:00,25.3,993.2,81.0,29.0,6400.0,9.3,1003.0,32.4,6.7,277.0,277.0,7.0,244.0,10.3,64.0,59290,4.970763523220438,6.985976032764633,139.45074128895638,0.5987672427951566,38.78912103155183,27.263543226036933,48.959521188347495,729.99,5732.26,25.46,0.16,1.0,0.0,0.03,1003.32,70.36,0.0,0.02,979.82,31.72,0.0,1.22,0.14,21964.82,263.26,1.23,114.25,23.78
2025-07-17 15:00:00,26.4,992.7,93.0,27.7,2900.0,0.6,1002.5,34.5,17.0,96.0,104.0,0.7,76.0,0.7,60.0,59290,4.958005177537823,7.5241894987779165,127.36774893655269,0.5987191545850393,36.43550687922959,28.859607930380083,47.50630821785092,880.7,886.44,25.35,0.16,1.0,0.08,0.07,1002.75,68.17,0.0,0.02,979.29,32.17,0.0,1.88,1.3,28573.76,235.35,2.28,114.25,23.78
2025-07-17 16:00:00,26.0,992.0,82.0,29.5,21400.0,0.7,1001.8,33.8,0.1,74.0,72.0,1.0,85.0,1.1,21.0,59290,4.941983316457982,8.41175672842938,114.92677319930125,0.5244322639439823,38.05978243678245,28.970830051989513,45.96087446977262,896.1,887.18,25.42,0.16,0.99,0.13,0.12,1001.75,68.46,0.0,0.02,978.33,32.16,0.0,1.02,1.04,23499.91,224.33,1.45,114.25,23.78
2025-07-17 17:00:00,26.6,991.1,78.0,31.0,21000.0,1.2,1000.9,35.0,0.0,45.0,33.0,0.8,33.0,1.4,0.0,59290,4.932004120292953,7.602895060005095,103.29077576519171,0.5244322639439823,41.74275122314848,28.566808187351928,44.32423574025734,854.89,935.65,25.36,0.16,1.0,0.12,0.09,1001.21,69.1,0.0,0.02,977.79,31.94,0.0,1.11,0.28,28563.84,256.09,1.15,114.25,23.78
2025-07-17 18:00:00,27.2,991.2,81.0,30.9,19900.0,1.4,1001.0,36.1,0.0,35.0,42.0,1.3,36.0,1.4,0.0,59290,4.9483014773216185,8.56002836284967,95.97397048887802,0.5862089328888384,35.32669051498367,29.018129663372644,42.16775079643677,22.94,3003.11,25.56,0.16,1.0,0.03,0.04,1001.43,72.51,0.0,0.02,978.0,31.31,0.0,-0.21,0.23,26431.88,137.28,0.31,114.25,23.78
2025-07-17 19:00:00,27.5,991.6,87.0,30.0,12500.0,1.0,1001.4,36.9,0.0,52.0,15.0,0.9,38.0,1.0,0.0,59290,4.9163257757030445,9.786184492095902,90.6000833100986,0.5986298862128056,38.45763552639115,29.474412762856304,42.7891427298242,41.56,10645.6,27.13,0.16,0.99,0.02,0.01,1001.92,87.06,0.0,0.02,978.47,29.74,0.0,-0.65,0.21,24107.56,108.22,0.68,114.25,23.78
2025-07-17 20:00:00,27.4,992.0,93.0,28.7,5600.0,0.0,1001.8,36.6,0.0,42.0,26.0,0.0,38.0,0.0,5.0,59290,4.88155010918726,11.72628919790528,75.69493148263855,0.5977229675951065,42.786687752800496,34.90794759890053,50.065514133124566,14.61,3006.95,25.55,0.16,1.0,0.0,0.07,1002.07,80.32,0.0,0.02,978.63,29.51,0.0023040771,-0.13,0.1,26422.23,127.8,0.16,114.25,23.78
2025-07-17 21:00:00,27.2,992.4,94.0,28.3,4200.0,1.3,1002.2,36.1,0.0,32.0,37.0,1.0,41.0,1.5,5.0,59290,4.9218929544658545,17.188475129273904,49.57440670169681,0.6869460652246827,50.761743627998534,30.765912110378093,49.350480034913545,18.01,2784.34,25.47,0.16,1.0,0.0,0.1,1002.66,82.38,0.0,0.02,979.19,28.98,0.0,-0.16,-0.04,26417.95,74.69,0.17,114.25,23.78
2025-07-17 22:00:00,26.8,992.7,94.0,27.9,7700.0,0.6,1002.5,35.3,0.0,60.0,18.0,0.7,35.0,0.8,0.0,59290,5.890219622946448,20.823186526474608,41.06542165364054,0.6887723913939271,53.4206124264651,26.898670362949325,49.508933401383096,34.15,2572.65,25.4,0.16,1.0,0.0,0.1,1002.93,85.36,0.0,0.02,979.43,28.31,0.0,-0.12,-0.36,26415.39,17.89,0.38,114.25,23.78
2025-07-17 23:00:00,26.6,992.5,95.0,27.5,3600.0,0.9,1002.2,34.8,0.0,140.0,144.0,0.8,140.0,0.9,10.0,59290,5.88479684748624,20.85379653363414,35.16984435192672,0.6869460652246827,49.547557782401555,26.891692059657977,47.3313786164755,33.06,10648.21,25.27,0.16,0.91,0.0,0.04,1002.92,85.07,0.0,0.02,979.42,28.22,0.0,0.07,-0.12,26410.27,328.84,0.14,114.25,23.78
2025-07-18 00:00:00,26.2,992.1,95.0,27.1,5700.0,1.2,1001.8,34.0,0.0,48.0,47.0,1.2,49.0,1.3,10.0,59290,4.9398279363583395,16.84081292600159,36.26009622231827,0.6863244516053216,49.37008796681506,30.171813081432642,47.97750290886296,60.77,,25.14,0.16,0.29,0.0,0.02,1002.12,87.51,0.0,0.02,978.62,27.61,0.0,0.2,-0.26,23149.84,322.99,0.33,114.25,23.78
2025-07-18 01:00:00,26.2,991.8,95.0,27.1,5100.0,1.0,1001.5,34.0,0.0,29.0,16.0,0.6,24.0,1.1,10.0,59290,4.939130420687912,18.33445821505442,26.663482965361137,0.6863244516053216,41.98618542162259,30.039302324899275,44.06894650442557,35.77,5123.12,24.96,0.16,0.47,0.0,0.07,1002.12,89.52,0.0,0.02,978.6,27.03,0.0,0.07,-0.68,23144.57,353.82,0.68,114.25,23.78
2025-07-18 02:00:00,26.2,996.3,83.0,29.5,5100.0,0.9,1001.5,34.0,0.0,29.0,16.0,0.9,24.0,1.1,10.0,59290,5.681779615649138,17.496792119331435,24.727313191485084,0.6863244516053216,51.32726597453587,37.90946193874021,52.30294762247376,14.9,5416.88,24.88,0.16,0.47,0.0,0.05,1001.77,91.5,0.0,0.02,978.27,26.58,0.0,-0.14,-0.45,20942.93,17.1,0.48,114.25,23.78
2025-07-18 03:00:00,26.2,997.0,100.0,29.9,5100.0,0.0,1001.5,34.0,0.0,111.75,21.0,0.0,24.0,1.1,10.0,59290,5.910611994099944,15.238066376121093,24.560901346579183,0.6276248458816359,50.77113567959555,38.91698772073278,54.004358544237874,14.66,4822.33,24.8,0.16,0.99,0.02,0.11,1001.4,92.88,0.0,0.02,977.91,26.25,0.0,-0.06,-0.48,20937.73,6.7,0.48,114.25,23.78
2025-07-18 04:00:00,26.1,991.2,96.0,26.9,3200.0,0.2,1001.0,34.0,0.0,194.5,26.0,0.5,42.0,0.5,10.0,59290,5.916505026608965,14.010246849300318,24.572277983924142,0.6863244516053216,51.185256927675766,41.433162236827485,57.13423791462181,12.81,4819.19,24.8,0.16,1.0,0.0,0.04,1001.33,93.34,0.0,0.02,977.82,26.16,0.0,0.1,-0.32,10626.94,342.29,0.33,114.25,23.78
2025-07-18 05:00:00,26.0,991.2,96.0,26.8,2300.0,0.0,1001.0,33.8,0.0,277.25,26.0,0.2,42.0,0.0,10.0,59290,5.933276676809981,12.959534948760002,21.729954140298613,0.6865115551164288,57.416011456222826,42.06388362062555,58.17211032783441,12.38,9380.08,24.81,0.16,1.0,0.02,0.06,1001.44,94.15,0.0,0.02,977.91,26.03,0.0,0.1,-0.3,13792.42,340.97,0.31,114.25,23.78
2025-07-18 06:00:00,25.8,991.6,96.0,26.5,4200.0,0.5,1001.4,33.2,0.0,360.0,358.0,0.6,360.0,0.6,10.0,59290,5.933276676809981,15.238066376121093,19.928969346495368,0.6276248458816359,54.01332355887977,36.303060119178724,53.01248843435801,13.09,5711.48,24.83,0.16,0.94,0.02,0.03,1001.58,95.91,0.0,0.02,978.05,25.74,0.0,0.15,-0.51,16445.58,343.62,0.53,114.25,23.78
2025-07-18 07:00:00,26.0,992.0,96.0,26.8,2100.0,0.7,1001.8,33.8,0.0,228.0,303.0,0.4,214.0,0.8,60.0,59290,5.923544397621107,16.159951658209692,19.72443471762241,0.6279700041410553,47.70615769931595,36.12892012190572,50.308675349411516,21.66,5111.42,25.87,0.16,1.0,0.01,0.19,1001.53,92.66,0.0,0.02,978.0,27.38,0.0,0.34,-0.42,18123.76,321.54,0.54,114.25,23.78
2025-07-18 08:00:00,25.9,992.2,96.0,26.7,1300.0,2.1,1002.0,33.6,0.6,31.0,42.0,1.9,28.0,2.5,60.0,59290,6.584476409330338,13.867549974182293,25.9711739042767,0.6870570083673478,41.27639563566204,32.08553075552698,46.400135078853644,96.66,6620.01,25.42,0.16,1.0,0.01,0.1,1002.35,89.85,0.0,0.02,978.83,27.45,3.0517578e-05,1.04,-1.5,18996.45,325.43,1.83,114.25,23.78
2025-07-18 09:00:00,26.3,992.2,95.0,27.2,10200.0,0.7,1002.0,34.2,0.0,306.0,330.0,1.0,342.0,0.7,0.0,59290,6.744280244549642,14.80336767666415,26.32571863669063,0.6899834104383485,44.1050772679745,34.49397364601549,48.67411398293383,199.16,11534.48,25.95,0.16,1.0,0.01,0.04,1002.07,81.55,0.0,0.02,978.55,29.66,0.0,0.39,-0.83,25457.82,334.99,0.91,114.25,23.78
2025-07-18 10:00:00,26.8,992.1,90.0,28.7,11000.0,1.2,1001.9,35.4,0.0,151.0,25.0,0.5,165.0,1.5,0.0,59290,5.95671494764998,13.155276353656165,37.48982633830834,0.6879605281312268,43.50707482038474,32.55651143893267,46.17830832891152,669.14,794.49,26.07,0.16,1.0,0.05,0.04,1001.63,73.1,0.0,0.02,978.18,31.7,0.0,-0.49,-0.58,26362.93,40.07,0.76,114.25,23.78
2025-07-18 11:00:00,26.7,991.1,81.0,30.4,18700.0,1.1,1000.9,35.1,0.0,351.0,308.0,1.2,21.0,1.1,0.0,59290,5.733098761879342,10.876482191329734,58.26779528738838,0.5988655158833539,41.96087072167335,34.89965016737874,47.96742004358484,1087.4,671.97,26.25,0.16,1.0,0.15,0.04,1001.01,71.28,0.0,0.02,977.6,32.34,0.0,-0.76,0.06,28481.55,94.39,0.77,114.25,23.78
2025-07-18 12:00:00,26.9,990.0,75.0,32.0,21400.0,1.4,999.7,35.6,0.0,232.0,202.0,1.3,248.0,1.4,0.0,59290,4.7356759266584,7.829549331754828,91.52669248114978,0.5991104059005606,40.16274850338903,33.19566394447077,47.08553328054781,249.14,493.4,26.16,0.16,0.99,0.95,0.55,1001.16,81.95,0.0,0.02,977.66,29.79,0.01,-1.17,0.27,3632.23,103.02,1.2,114.25,23.78
2025-07-18 13:00:00,28.1,989.3,79.0,32.3,2100.0,1.0,999.0,38.2,4.4,270.0,177.0,0.9,294.0,1.3,64.0,59290,4.00252918850577,6.523931744564618,99.35144944184866,0.600059453412842,40.41426893012733,30.98855455626917,45.753521444473314,192.03,347.84,25.24,0.16,1.0,0.99,0.18,1001.96,94.03,0.0,0.02,978.31,26.49,0.01,-0.43,0.92,4520.39,155.08,1.01,114.25,23.78
2025-07-18 14:00:00,27.9,988.1,73.0,33.5,26600.0,1.4,997.8,37.7,1.5,205.0,234.0,1.3,191.0,1.7,21.0,59290,4.7239219797633885,6.2399225735745905,86.99288287018433,0.5989063785352707,35.57739908798466,25.748385165845413,40.094155732121905,254.9,5704.81,24.86,0.16,1.0,0.05,0.05,1000.14,90.63,0.0,0.02,976.54,26.72,0.0,-1.08,-0.81,10651.19,53.18,1.35,114.25,23.78
2025-07-18 15:00:00,27.5,986.9,69.0,34.1,26800.0,1.5,996.6,36.9,0.0,184.0,168.0,1.8,180.0,1.5,0.0,59290,4.059740983632372,5.414045713452389,88.43532683846978,0.5867594173894758,28.465825575469914,21.87400823038101,32.764287388998824,259.91,276.8,24.94,0.16,1.0,0.52,0.11,999.7,88.72,0.0,0.02,976.12,27.17,0.0,0.0,0.07,11935.25,181.42,0.07,114.25,23.78
2025-07-18 16:00:00,27.4,986.9,64.0,35.3,25000.0,1.5,996.6,36.5,0.0,166.0,170.0,1.1,166.0,2.0,0.0,59290,4.7224837185448125,5.716877444157488,86.40289473779727,0.5035079480969799,28.780479635416658,20.030047700084996,30.87109402851821,200.94,5100.35,25.02,0.16,1.0,0.0,0.03,998.93,88.26,0.0,0.02,975.39,27.33,0.0,0.69,-0.58,19493.85,310.12,0.91,114.25,23.78
2025-07-18 17:00:00,27.0,987.2,75.0,32.1,8600.0,0.6,996.9,35.8,0.0,193.0,138.0,1.2,180.0,0.8,0.0,59290,4.7727012857212,8.038822922381758,90.13114675600097,0.5982857089593979,32.83645931262265,26.42547114813775,38.429121929295526,250.46,5100.9,25.33,0.16,1.0,0.0,0.04,998.76,87.51,0.0,0.02,975.24,27.8,0.0,0.5,-0.8,20673.64,328.13,0.94,114.25,23.78
2025-07-18 18:00:00,24.2,988.1,76.0,28.9,27300.0,1.4,997.9,30.2,0.0,188.0,216.0,1.6,194.0,1.6,0.0,59290,4.04837683112192,8.013034797382808,80.2958339485775,0.5864899587821738,31.607311972518897,23.00012610514404,33.32550354193617,244.75,4810.46,25.68,0.16,1.0,0.0,0.04,999.05,87.86,0.0,0.02,975.54,28.1,0.0,-0.52,-0.73,20881.06,35.72,0.9,114.25,23.78
2025-07-18 19:00:00,23.9,988.4,77.0,28.4,11800.0,1.3,998.2,29.7,0.0,190.0,175.0,1.2,187.0,1.4,0.0,59290,4.042272511220374,8.714925331463915,74.73420856880384,0.5000588193135457,29.184777345771366,16.230259316088954,28.303959055834838,16.16,4528.03,26.06,0.16,1.0,0.0,0.06,999.02,93.82,0.0,0.02,975.51,27.36,0.0,-0.13,0.04,18081.35,109.6,0.13,114.25,23.78
2025-07-18 20:00:00,23.2,990.3,84.0,26.2,700.0,2.2,1000.1,28.5,7.2,329.0,326.0,1.6,322.0,2.6,64.0,59290,4.657820959357167,11.18140288949956,66.6218999785433,0.5866374112279681,18.02322996636574,12.646849518338023,23.891531328152873,221.39,1387.67,25.12,0.16,1.0,0.09,0.97,999.68,91.43,0.0,0.02,976.16,26.84,0.0035252385,0.32,-2.79,5196.49,353.48,2.81,114.25,23.78
2025-07-18 21:00:00,24.3,991.3,94.0,25.4,5800.0,0.9,1001.2,30.4,2.3,104.0,52.0,1.3,111.0,1.3,62.0,59290,4.745670140259372,13.166661649501531,59.3215514952137,0.586606333922928,17.834756745314063,11.01146653939825,21.01034914616038,157.41,7223.7,25.22,0.16,1.0,0.02,0.03,1000.15,96.86,0.0,0.02,976.58,25.96,0.0,-0.6,-1.2,3911.7,26.58,1.34,114.25,23.78
2025-07-18 22:00:00,24.6,991.0,95.0,25.5,8000.0,1.4,1000.8,30.9,1.7,32.0,47.0,1.0,25.0,1.7,60.0,59290,4.0291161448692945,11.123458605932894,64.76084972825831,0.5211917950495958,16.945791547222665,8.89639533292268,20.833743409010566,179.5,2167.19,24.31,0.16,1.0,0.0,0.99,1000.95,96.32,0.0,0.02,977.35,25.13,0.0,-0.57,-1.08,3533.83,28.03,1.22,114.25,23.78
2025-07-18 23:00:00,24.7,990.0,95.0,25.6,9300.0,0.6,999.8,31.1,0.1,68.0,19.0,0.5,65.0,0.6,21.0,59290,4.031549247013778,11.003437512174063,62.28931205713554,0.5000775544057873,15.321272726442551,7.5649213579342565,19.932231195304006,103.68,7224.18,24.64,0.16,1.0,0.07,0.01,999.91,98.35,0.0,0.02,976.32,25.12,0.0,0.58,-0.92,3281.1,327.82,1.08,114.25,23.78
2025-07-19 00:00:00,24.8,989.1,96.0,25.5,5200.0,0.3,998.8,31.3,0.0,58.0,73.0,0.7,84.0,0.6,10.0,59290,4.041484134706778,11.168460810653517,59.81777438601279,0.49961237027725164,13.696753905662442,6.389328745343108,18.832966465647587,66.76,5702.74,24.69,0.16,1.0,0.0,0.24,999.08,98.41,0.0,0.02,975.5,25.17,0.0,-0.38,-0.31,9414.42,51.11,0.49,114.25,23.78
2025-07-19 01:00:00,24.8,987.7,96.0,25.5,7000.0,0.6,997.4,31.3,0.1,69.0,88.0,0.8,75.0,0.8,0.0,59290,4.0564731977939985,10.341770815028749,54.60203438041322,0.5021501427209724,13.067875367225206,6.142073985289507,17.30564865286662,73.99,6310.29,24.23,0.16,1.0,0.0,0.05,998.25,97.47,0.0,0.02,974.72,24.86,0.0,-0.03,-1.28,10626.23,1.3,1.28,114.25,23.78
2025-07-19 02:00:00,24.6,987.2,96.0,25.3,7200.0,1.1,996.9,30.9,0.0,182.0,237.0,0.8,174.0,1.4,60.0,59290,4.065247413162591,7.703087171469612,55.53776237250255,0.5021501427209724,12.160912091978679,6.046281904401294,17.20600509084497,72.85,6611.74,24.15,0.16,1.0,0.0,0.0,997.58,97.35,0.0,0.02,974.09,24.79,0.0,0.66,-1.4,12437.15,334.95,1.55,114.25,23.78
2025-07-19 03:00:00,24.7,987.5,96.0,25.4,5600.0,1.1,997.2,31.1,0.0,14.0,57.0,1.0,33.0,1.2,10.0,59290,4.806091107453522,8.52147374066929,52.07056248779905,0.49961237027725164,13.535414525710824,6.104069768818419,17.34868321764599,61.68,7215.71,24.09,0.16,1.0,0.0,0.0,997.12,98.59,0.0,0.02,973.63,24.53,0.0,-0.03,-0.66,12558.41,2.3,0.66,114.25,23.78
2025-07-19 04:00:00,24.5,987.5,96.0,25.2,4700.0,0.9,997.2,30.7,0.0,307.0,293.0,0.9,291.0,1.3,10.0,59290,4.88555497454158,8.303983689280056,48.60336260309555,0.4991987666131906,14.909916959442976,6.236329528816302,17.606767464743733,55.31,15445.19,23.76,0.16,0.78,0.03,0.0,996.57,98.22,0.0,0.02,973.08,24.26,0.0,0.16,-0.64,12596.91,345.6,0.66,114.25,23.78
2025-07-19 05:00:00,24.5,987.1,96.0,25.2,3300.0,0.2,996.8,30.7,0.0,307.0,73.0,0.3,79.0,0.6,10.0,59290,5.728679375631065,8.399186991656505,46.57347490866154,0.5119647053926456,17.609469696228295,8.574051031003036,19.228506608456833,57.5,15146.81,23.75,0.16,0.83,0.07,0.0,995.9,98.54,0.0,0.02,972.44,24.19,0.0,0.58,-0.99,7659.72,329.56,1.15,114.25,23.78
2025-07-19 06:00:00,24.3,987.0,96.0,25.0,6500.0,1.1,996.8,30.4,0.1,341.0,350.0,0.9,340.0,1.2,10.0,59290,5.916933402944143,7.541887517395241,46.57219545725624,0.5022242764956194,21.7957374314841,13.47131050501759,23.943661485757033,50.49,,23.6,0.16,0.23,0.01,0.0,995.73,98.38,0.0,0.02,972.28,24.06,0.0,0.48,-0.96,12683.95,333.71,1.07,114.25,23.78
2025-07-19 07:00:00,24.8,986.8,96.0,25.5,9600.0,1.0,996.6,31.3,0.0,11.0,1.0,1.0,356.0,1.3,0.0,59290,5.9179903566150225,8.629819760660459,42.40540056120388,0.5868168553111176,26.05741906867723,14.379283336282077,26.02210069033806,62.17,,24.74,0.16,0.01,0.0,0.0,996.29,96.94,0.0,0.02,972.84,25.47,0.0,0.79,-0.76,12682.19,313.82,1.1,114.25,23.78
2025-07-19 08:00:00,25.0,986.5,89.0,27.0,15200.0,1.3,996.3,31.7,0.0,303.0,320.0,0.8,294.0,1.4,0.0,59290,6.773502802367774,7.252106194828547,45.12987120179243,0.5154936908560145,21.06695035772878,11.384303984714851,20.592124156052922,575.8,13962.3,26.2,0.16,0.98,0.0,0.0,996.44,92.36,0.0,0.02,973.01,27.77,0.0047073364,0.61,-1.06,18036.92,330.29,1.22,114.25,23.78
2025-07-19 09:00:00,25.8,986.2,83.0,29.0,9000.0,0.6,996.0,33.2,0.0,272.0,149.0,0.8,200.0,1.6,0.0,59290,5.836380258652099,5.152275169069002,58.83514294087773,0.5099828069262079,17.063996673532333,10.630171456127538,19.73895616492481,1034.06,705.83,25.24,0.16,0.98,0.08,0.18,996.1,75.69,0.0,0.02,972.71,30.21,0.0,-0.66,-2.74,10855.91,13.51,2.82,114.25,23.78
2025-07-19 10:00:00,25.6,986.1,70.0,31.8,29900.0,1.3,995.8,32.9,0.0,193.0,153.0,1.3,209.0,1.5,0.0,59290,5.718575047867638,4.885737228949669,68.78306346636217,0.5094780095750843,20.380647079142634,14.123212437136605,23.52737283303112,1173.48,978.88,24.27,0.16,1.0,0.06,0.18,996.14,67.55,0.0,0.02,972.79,31.18,0.0,-1.97,-4.09,14574.48,25.76,4.54,114.25,23.78
2025-07-19 11:00:00,25.5,985.5,66.0,32.8,27500.0,1.9,995.2,32.8,0.0,13.0,21.0,1.9,37.0,2.8,0.0,59290,4.924506933549376,4.130354492898445,68.60588259013093,0.5088758541387418,22.668371215071968,14.087469417002461,24.07990264337349,1289.13,1386.92,23.69,0.16,0.99,0.08,0.31,995.75,60.74,0.0,0.02,972.46,32.43,0.0,-2.31,-3.69,21610.43,32.06,4.35,114.25,23.78
