datetime,dt,p,rh,t,vis,ws_2min,slp,vapor,precipitation,wd_2min,wd_10min,ws_10min,wd_instant,ws_instant,phenomena,station_id,SO2,NO2,CO,PM10,O3,PM2.5,AQI,ec_vis,ec_sh2,ec_t2m,ec_d2m,ec_sp,ec_msl,ec_u10,ec_v10,ec_rh,ec_ws,ec_wd,ec_cbh,ec_sf,ec_blh,ec_fal,ec_lcc,ec_mcc,ec_hcc,ec_tp
2025-05-02 01:00:00,5.4,858.1,47.0,16.8,8300.0,1.4,1003.4,9.0,0.0,246.0,281.0,1.4,245.0,1.5,6.0,51818,4.130360096220871,32.186723166813,0.43207151982523717,141.6280642001886,65.73539787025778,64.49186604032884,115.05708600115979,13679.35,0.0,23.86,-9.12,855.0,1005.27,0.85,1.58,10.39,1.8,208.39,,0.0,41.56,0.27,0.0,0.0,0.0,0.0
2025-05-02 01:00:00,-1.5,856.6,26.0,18.3,14700.0,1.1,997.1,5.5,0.0,181.0,179.0,0.9,177.0,1.2,0.0,51826,2.3265051730638375,42.74776712014931,0.500002656140522,154.76200662260635,41.99172776993004,77.57619630884614,129.94982856127638,10459.35,0.0,22.74,-11.79,856.79,1004.52,1.14,0.89,8.99,1.44,232.04,,0.0,36.06,0.26,0.0,0.0,0.0,0.0
2025-05-02 02:00:00,-3.9,852.8,23.0,17.4,16200.0,0.9,1002.6,4.6,0.0,190.0,172.0,0.7,177.0,1.2,0.0,51931,3.3033225489638394,26.321399241037344,0.3818435787498259,118.60606718357332,52.01795331174573,75.21831729773132,117.58066427208969,10456.63,0.0,19.28,-11.92,854.63,1005.06,0.84,2.49,11.01,2.63,198.73,,0.0,50.58,0.21,0.0,0.0,0.0,0.0
2025-05-02 02:00:00,-1.5,858.6,29.0,16.6,20000.0,1.4,1003.7,5.5,0.0,285.0,296.0,1.1,301.0,1.6,0.0,51818,4.959522307332376,19.769095813066865,0.30002981828049446,118.94418929518775,70.3879579809587,64.04927060652298,110.59684463182111,13672.63,0.0,19.75,-7.94,855.31,1005.77,2.28,2.08,14.65,3.09,227.64,,0.0,30.33,0.27,0.0,0.0,0.0,0.0
2025-05-02 02:00:00,-8.4,859.5,14.0,19.9,19900.0,2.9,996.7,3.3,0.0,251.0,262.0,2.6,249.0,3.1,0.0,51829,3.2167593793029914,26.34194617319469,0.30002981828049446,136.2896986810521,52.63032811056914,82.35779893454585,128.1471816357046,11128.63,0.0,18.29,-8.51,865.91,1005.02,1.0,1.14,15.35,1.52,221.32,,0.0,24.96,0.24,0.0,0.0,0.0,0.0
2025-05-02 02:00:00,-3.1,854.0,25.0,17.1,22900.0,1.2,1002.4,4.9,0.0,239.0,239.0,1.0,248.0,1.4,0.0,51839,4.117543080461676,25.641946173194693,0.3999965133583616,113.23977641947882,51.63236600718385,68.26865952092241,108.45704192043827,9256.63,0.0,19.14,-11.76,854.27,1005.21,0.4,0.85,11.25,0.94,205.38,,0.0,18.83,0.24,0.0,0.0,0.0,0.0
2025-05-02 02:00:00,-7.5,857.4,12.0,23.5,13600.0,2.4,1001.2,3.5,0.0,214.0,216.0,2.7,198.0,2.9,0.0,51828,2.3265051730638375,33.58521338093983,0.2999993896386861,144.19688990381306,50.63932138360394,116.59647318268402,156.64391875478717,11726.63,0.0,20.38,-9.16,856.96,1005.28,1.14,3.36,12.81,3.55,198.67,,0.0,44.96,0.21,0.0,0.0,0.0,0.0
2025-05-02 02:00:00,-6.4,856.8,18.0,18.3,24700.0,0.9,996.6,3.8,0.0,218.0,204.0,1.0,200.0,1.2,0.0,51826,3.3033225489638394,26.34194617319469,0.3409808158396247,127.22212267358856,52.096353580161775,81.26536989198831,125.63560210437583,10458.63,0.0,20.66,-10.75,857.13,1005.35,0.91,1.19,11.1,1.5,217.4,,0.0,31.21,0.26,0.0,0.0,0.0,0.0
2025-05-02 03:00:00,2.0,859.5,34.0,18.1,19400.0,1.6,996.7,7.1,0.0,257.0,251.0,1.4,252.0,2.0,0.0,51829,2.3265051730638375,17.31166555747102,0.30002981828049446,116.34415828565086,57.86303486293832,55.516543747007375,90.29119861641685,11128.29,0.0,17.42,-8.14,865.75,1005.02,1.06,1.27,16.69,1.66,219.91,,0.0,32.31,0.24,0.0,0.0,0.0,0.0
2025-05-02 03:00:00,-2.1,853.9,29.0,15.9,27900.0,0.1,1002.2,5.2,0.0,239.0,227.0,0.4,248.0,0.2,0.0,51839,4.117543080461676,20.895525589566088,0.3999965133583616,103.09667960782436,51.91230675190679,49.403789362197436,82.49935590798893,9254.29,0.0,17.7,-11.27,854.1,1005.15,0.55,1.29,12.81,1.4,202.88,,0.0,26.56,0.24,0.0,0.0,0.0,0.0
2025-05-02 03:00:00,-6.4,856.7,19.0,17.4,24600.0,0.7,996.3,3.8,0.0,219.0,218.0,1.0,222.0,0.7,0.0,51826,2.3265051730638375,18.45493881205643,0.3344198162306907,111.11466539913916,55.37717788331712,55.2629136587495,89.20245057398232,10456.29,0.0,20.27,-10.27,856.98,1005.27,1.49,1.3,11.82,1.98,228.85,,0.0,29.68,0.26,0.0,0.0,0.0,0.0
2025-05-02 03:00:00,-5.7,852.7,20.0,17.5,16000.0,1.6,1002.0,4.0,0.0,159.0,159.0,1.7,169.0,1.8,0.0,51931,3.3033225489638394,19.111143514379638,0.3797846675516,105.91793073707936,53.579871030018815,52.42638023394607,85.84680002725108,10456.29,0.0,18.24,-10.22,854.65,1005.58,2.21,2.41,13.46,3.27,222.46,,0.0,74.18,0.21,0.0,0.0,0.0,0.0
2025-05-02 03:00:00,-7.5,857.4,13.0,22.2,14900.0,1.9,1001.2,3.5,0.0,227.0,224.0,1.8,224.0,2.3,0.0,51828,2.3265051730638375,21.522386545251283,0.2999993896386861,123.12802151929463,56.274996791542485,71.94026730551975,98.44765508843253,11726.29,0.0,20.02,-8.71,856.79,1005.22,1.47,3.66,13.57,3.95,201.93,,0.0,54.68,0.21,0.0,0.0,0.0,0.0
2025-05-02 03:00:00,-2.6,859.3,20.0,21.2,8200.0,2.2,1003.1,5.0,0.0,300.0,293.0,2.8,321.0,3.7,0.0,51818,4.130360096220871,13.841909533955214,0.30002981828049446,97.73875377556423,73.08485799517962,43.81696296965837,80.88344094616633,13670.29,0.0,17.8,-5.66,855.23,1005.55,2.91,2.47,19.72,3.82,229.75,,0.0,33.56,0.27,0.0,0.0,0.0,0.0
2025-05-02 04:00:00,3.8,859.7,40.0,17.5,22400.0,2.3,996.9,8.0,0.0,245.0,242.0,2.4,247.0,2.6,0.0,51829,2.3265051730638375,10.143910002150868,0.2999993896386861,129.14303219794309,62.09615341261869,32.517154491703195,92.53153865359384,11126.87,0.0,17.44,-8.15,865.58,1004.83,0.55,0.67,16.66,0.87,219.12,,0.0,21.76,0.24,0.0,0.0,0.0,0.0
2025-05-02 04:00:00,-9.0,857.7,11.0,23.0,16300.0,3.2,1001.1,3.1,0.0,228.0,227.0,2.8,230.0,3.7,0.0,51828,3.3015647003750983,10.954947188990015,0.20006203857841323,125.92153180361812,64.33782568173501,33.78264259063027,86.2060621443791,11726.87,0.0,19.55,-8.77,856.65,1005.14,1.18,4.02,13.91,4.18,196.35,,0.0,57.76,0.21,0.0,0.0,0.0,0.0
2025-05-02 04:00:00,-6.4,856.9,20.0,16.6,21800.0,1.0,996.7,3.8,0.0,258.0,247.0,1.0,278.0,1.1,0.0,51826,3.3033225489638394,10.9565547272712,0.2999993896386861,120.81121631530168,58.790878835497246,33.02231721005981,90.855620340156,10454.87,0.0,19.98,-10.56,856.73,1004.91,1.71,1.4,11.76,2.21,230.8,,0.0,32.14,0.26,0.0,0.0,0.0,0.0
2025-05-02 04:00:00,1.9,859.4,29.0,20.5,6000.0,2.5,1003.2,7.0,0.0,277.0,281.0,1.9,276.0,3.5,6.0,51818,5.113502137381131,8.208336420723263,0.2999993896386861,110.66853810242792,76.93640069156048,31.223753579004043,84.4913184019539,13670.87,0.0,17.5,-5.56,855.12,1005.47,3.78,2.67,20.27,4.63,234.74,,0.0,42.51,0.27,0.0,0.0,0.0,0.0
2025-05-02 04:00:00,-5.1,853.9,24.0,15.4,28700.0,0.9,1002.1,4.2,0.0,243.0,252.0,1.1,242.0,1.0,0.0,51839,4.132117944809613,16.699327139522662,0.3999965133583616,108.58963603598298,52.924345850478566,33.50492351327386,83.58954765599476,9254.87,0.0,16.27,-9.87,854.04,1005.23,0.49,1.82,15.69,1.88,195.03,,0.0,23.01,0.24,0.0,0.0,0.0,0.0
2025-05-02 04:00:00,-6.1,852.8,22.0,15.5,14700.0,1.0,1002.5,3.9,0.0,148.0,145.0,1.0,174.0,1.3,0.0,51931,4.117543080461676,12.80453502767346,0.3344198162306907,113.15647902174136,55.7464120940118,33.017581950726026,87.23603368684864,10456.87,0.0,18.26,-9.22,854.53,1005.95,1.35,2.32,14.55,2.68,210.32,,0.0,89.76,0.21,0.0,0.0,0.0,0.0
2025-05-02 05:00:00,-5.9,852.8,24.0,14.4,14600.0,1.0,1002.7,3.9,0.0,153.0,141.0,0.7,132.0,1.4,0.0,51931,4.117543080461676,12.627503645351268,0.27864006089574345,108.80190842656228,56.94008408285222,29.327293042450464,84.27197567527055,10455.54,0.0,17.34,-9.57,854.75,1006.37,0.75,2.11,15.0,2.24,199.47,,0.0,85.16,0.21,0.0,0.0,0.0,0.0
2025-05-02 05:00:00,2.4,859.2,29.0,21.1,7100.0,2.8,1002.6,7.3,0.0,269.0,276.0,2.6,253.0,3.8,6.0,51818,5.113502137381131,7.646211085790017,0.20006203857841323,107.8377956563649,78.30077404863225,27.96022726920788,81.7922664313852,13669.54,0.0,19.17,-6.78,855.7,1006.72,5.49,0.62,16.62,5.52,263.59,,0.0,125.91,0.27,0.0,0.0,0.0,0.0
2025-05-02 05:00:00,3.0,860.0,39.0,17.1,19500.0,3.0,997.3,7.6,0.0,254.0,256.0,3.1,272.0,3.3,0.0,51829,3.898593793925094,9.334383710832135,0.20006203857841323,124.16280986172724,65.5547460068648,28.997412890885748,89.63949135333291,11127.54,0.0,17.0,-8.5,865.8,1005.2,0.9,0.77,16.67,1.19,229.35,,0.0,32.53,0.24,0.0,0.0,0.0,0.0
2025-05-02 05:00:00,-9.1,858.2,11.0,22.9,14500.0,3.4,1001.6,3.1,0.0,252.0,235.0,3.3,286.0,5.2,0.0,51828,3.896835945336353,9.33277617255095,0.20006203857841323,106.60046647744616,68.83325134927203,21.45442030540166,72.29573612885928,11725.54,0.0,19.69,-9.14,856.85,1005.47,1.35,4.56,13.39,4.76,196.49,,0.0,71.53,0.21,0.0,0.0,0.0,0.0
2025-05-02 05:00:00,-5.4,853.9,24.0,15.0,30000.0,0.9,1002.4,4.1,0.0,188.0,212.0,0.8,177.0,1.0,0.0,51839,4.132117944809613,15.267920142348146,0.30002981828049446,104.59637751676216,53.3955271368718,29.971065398009728,80.93532848130543,9255.54,0.0,15.06,-9.63,854.27,1005.52,0.28,2.12,17.27,2.14,187.52,,0.0,24.78,0.24,0.0,0.0,0.0,0.0
2025-05-02 05:00:00,-6.9,857.0,19.0,16.9,30000.0,0.8,996.5,3.7,0.0,250.0,243.0,0.9,214.0,1.1,0.0,51826,4.117543080461676,10.143910002150868,0.20006203857841323,115.98064237090432,60.95751438203573,29.24811184713956,87.68649982087024,10457.54,0.0,19.77,-11.44,856.87,1005.07,1.74,1.02,11.1,2.02,239.55,,0.0,35.41,0.26,0.0,0.0,0.0,0.0
2025-05-02 06:00:00,-4.9,853.0,26.0,14.4,15500.0,0.6,1002.8,4.3,0.0,158.0,158.0,0.8,152.0,0.6,0.0,51931,3.2167593793029914,10.95614912141162,0.27864006089574345,117.67349300511135,59.89915787741841,35.872439406389915,89.30331577561792,10456.82,0.0,17.26,-10.42,854.97,1006.56,0.87,2.28,14.09,2.44,200.84,,0.0,84.39,0.21,0.0,0.0,0.0,0.0
2025-05-02 06:00:00,-3.9,853.9,29.0,13.8,30000.0,0.5,1002.3,4.6,0.0,205.0,212.0,0.1,211.0,0.6,0.0,51839,3.3033225489638394,13.889755050489256,0.30002981828049446,112.78222878850768,56.27918391632013,35.01704901344882,85.23744283121182,9256.82,0.0,14.48,-10.01,854.5,1005.79,0.33,2.45,17.4,2.47,187.65,,0.0,28.51,0.24,0.0,0.0,0.0,0.0
2025-05-02 06:00:00,-4.1,858.5,19.0,20.3,13200.0,3.6,1002.5,4.5,0.0,270.0,271.0,3.2,272.0,5.4,0.0,51828,2.3265051730638375,8.209762771703346,0.20006203857841323,118.75936771374536,73.65270328224719,42.030194666188336,79.12837016289143,11724.82,0.0,19.09,-8.68,857.12,1005.96,1.6,3.66,14.41,4.0,203.55,,0.0,72.51,0.21,0.0,0.0,0.0,0.0
2025-05-02 06:00:00,-4.1,860.5,22.0,17.9,20600.0,3.1,997.6,4.5,0.0,242.0,252.0,3.1,235.0,4.0,0.0,51829,2.3265051730638375,8.284903533836417,0.20006203857841323,134.59521819963146,69.27373349655882,36.72333684782376,95.55963994283918,11126.82,0.0,16.85,-9.21,865.95,1005.28,0.94,0.78,15.92,1.22,230.47,,0.0,31.51,0.24,0.0,0.0,0.0,0.0
2025-05-02 06:00:00,0.9,859.7,25.0,21.8,9000.0,4.3,1003.0,6.5,0.0,249.0,248.0,4.3,233.0,5.3,0.0,51818,4.130360096220871,7.646211085790017,0.20006203857841323,99.48899770806273,78.30796321156437,32.00259846582693,80.85536406197546,13668.82,0.0,21.3,-4.17,855.98,1007.59,5.75,-0.9,17.78,5.82,278.89,,0.0,335.76,0.27,0.0,0.0,0.13,0.0
2025-05-02 06:00:00,-7.6,857.1,17.0,17.8,25800.0,1.6,996.3,3.5,0.0,273.0,269.0,1.6,256.0,1.9,0.0,51826,2.3265051730638375,9.334383710832135,0.20006203857841323,125.75568494749,64.11766517665068,36.901298321685026,93.35150975451039,10458.82,0.0,19.23,-11.66,857.07,1005.42,1.7,1.07,11.28,2.0,237.88,,0.0,40.39,0.26,0.0,0.0,0.0,0.0
2025-05-02 07:00:00,-4.3,859.2,18.0,20.9,11000.0,3.6,1003.3,4.4,0.0,239.0,240.0,3.4,235.0,4.8,0.0,51828,2.3265051730638375,7.698110062950036,0.20006203857841323,164.6311849501806,75.63097333079827,66.49658232931517,105.2056671724735,11724.55,0.0,18.11,-8.14,857.49,1006.61,1.59,3.21,15.99,3.58,206.36,,0.0,61.97,0.21,0.0,0.0,0.07,0.0
2025-05-02 07:00:00,-1.4,861.2,27.0,17.8,15900.0,2.4,998.3,5.5,0.0,236.0,235.0,2.5,244.0,2.5,0.0,51829,3.2167593793029914,7.736697261270933,0.20006203857841323,164.3404512190661,70.49690075414362,51.25425675628377,111.39045144156762,11126.55,0.0,16.23,-9.5,866.25,1006.13,1.73,0.02,16.19,1.73,269.49,,0.0,49.6,0.24,0.0,0.0,0.0,0.0
2025-05-02 07:00:00,-6.2,854.3,24.0,14.1,25200.0,1.3,1003.1,3.9,0.0,258.0,252.0,1.4,259.0,1.5,0.0,51839,4.117543080461676,12.805573078695826,0.3409808158396247,130.91950659023954,55.72296555284392,45.90426863178887,96.56553428504904,9256.55,0.0,14.34,-10.57,854.74,1006.28,1.01,2.9,16.79,3.07,199.24,,0.0,35.35,0.24,0.0,0.0,0.0,0.0
2025-05-02 07:00:00,-2.8,853.3,34.0,12.6,15300.0,0.4,1003.7,5.0,0.0,229.0,191.0,0.4,270.0,0.4,0.0,51931,3.3033225489638394,10.254604503081836,0.2999993896386861,138.87050754240897,59.92940483089935,48.58078100560898,102.8552081660964,10456.55,0.0,17.58,-11.17,855.15,1006.76,1.29,2.54,13.02,2.85,206.97,,0.0,87.97,0.21,0.0,0.0,0.0,0.0
2025-05-02 07:00:00,-8.2,858.1,15.0,19.0,27200.0,2.7,997.2,3.3,0.0,267.0,268.0,2.9,278.0,3.6,0.0,51826,3.2167593793029914,8.344242934633677,0.20006203857841323,151.15683633276657,64.80242430829283,51.10642630068858,108.71735788746096,10454.55,0.0,18.78,-11.67,857.38,1006.13,2.0,1.0,11.59,2.24,243.39,,0.0,47.72,0.26,0.0,0.0,0.0,0.0
2025-05-02 07:00:00,0.9,860.2,26.0,21.1,7900.0,2.8,1003.8,6.5,0.0,254.0,258.0,3.3,248.0,3.8,0.0,51818,4.129750859584593,6.777726954367305,0.20006203857841323,119.03808465657006,81.40651565642267,42.63195245106759,91.15696626609929,13662.55,0.0,20.72,-2.52,856.38,1008.23,5.43,0.03,20.83,5.43,269.68,,0.0,321.1,0.27,0.0,0.0,0.0,0.0
2025-05-02 08:00:00,-3.1,862.0,22.0,19.1,14100.0,2.8,999.1,4.9,0.0,246.0,246.0,3.2,238.0,3.6,0.0,51829,3.898593793925094,7.65611359629024,0.20006203857841323,275.13687711560004,74.69585612373473,71.48500350704931,166.7277925359945,11124.65,0.0,17.72,-8.33,867.57,1008.28,3.58,-0.18,16.14,3.59,272.95,,0.0,136.6,0.24,0.0,0.0,0.0,0.0
2025-05-02 08:00:00,-1.6,859.9,21.0,21.7,9000.0,4.0,1003.8,5.4,0.0,253.0,253.0,3.4,269.0,5.3,0.0,51828,3.896835945336353,7.725547026782837,0.20006203857841323,262.94740772732223,79.53453497709086,91.88231562032205,137.63500323559094,11722.65,0.0,16.69,-7.09,858.94,1009.23,2.66,0.96,18.98,2.83,250.17,,0.0,69.1,0.21,0.0,0.0,0.0,0.0
2025-05-02 08:00:00,-6.9,858.8,16.0,19.6,9500.0,2.8,998.0,3.6,0.0,270.0,268.0,3.2,267.0,3.6,0.0,51826,4.117543080461676,8.273551603425446,0.20006203857841323,246.5787199333041,68.85133891316906,70.31600537445286,160.75603696604324,10454.65,0.0,18.78,-10.54,858.28,1007.6,2.72,0.21,12.69,2.73,265.63,,0.0,103.98,0.26,0.0,0.0,0.0,0.0
2025-05-02 08:00:00,0.9,860.5,26.0,21.1,11400.0,2.7,1004.4,6.5,0.0,265.0,258.0,3.4,253.0,4.2,0.0,51818,5.113502137381131,6.800560268113122,0.20006203857841323,181.73990420671535,83.29614016715946,56.5181470416871,127.13012093700439,13662.65,0.0,19.76,-1.6,857.26,1009.45,5.55,1.86,23.67,5.85,251.49,,0.0,273.1,0.27,0.0,0.0,0.0,0.0
2025-05-02 08:00:00,-5.9,854.6,25.0,13.8,16600.0,1.4,1005.3,3.9,0.0,234.0,238.0,1.4,276.0,1.5,0.0,51931,4.117543080461676,10.221143214946952,0.27864006089574345,220.471831826119,63.46792339143123,65.10991039418369,149.06484195183106,10454.65,0.0,18.16,-10.62,855.68,1007.58,2.29,2.37,13.11,3.29,224.06,,0.0,117.98,0.21,0.0,0.0,0.0,0.0
2025-05-02 08:00:00,-8.6,855.0,18.0,15.6,13400.0,1.5,1003.7,3.2,0.0,221.0,226.0,1.6,219.0,2.2,0.0,51839,4.1287623904616755,12.803986011460196,0.30002981828049446,202.69821961287136,58.85927481168888,59.26667031853674,136.08500541187698,9258.65,0.0,16.54,-12.36,855.21,1007.34,2.26,1.94,12.62,2.98,229.39,,0.0,69.1,0.24,0.0,0.0,0.0,0.0
2025-05-02 09:00:00,-1.7,859.4,23.0,20.0,12300.0,2.3,999.7,5.4,0.0,251.0,263.0,2.3,259.0,2.9,0.0,51826,2.3265051730638375,12.538968327476478,0.20006203857841323,195.76219671229995,67.70009768740005,75.79623308794389,139.42505349638736,10455.08,0.0,19.54,-9.59,859.14,1009.28,5.53,-0.2,13.05,5.54,272.04,,0.0,343.66,0.26,0.0,0.0,0.0,0.0
2025-05-02 09:00:00,-5.4,855.5,20.0,17.9,14800.0,1.9,1005.2,4.1,0.0,227.0,224.0,1.8,250.0,2.7,0.0,51839,3.3033225489638394,14.846629994405848,0.2999993896386861,167.66942230811333,60.815499979962304,63.26310775757807,121.29407538749406,9261.08,0.0,19.29,-12.69,855.49,1007.68,2.32,2.5,10.34,3.41,222.89,,0.0,92.53,0.24,0.0,0.0,0.0,0.0
2025-05-02 09:00:00,-0.8,860.2,21.0,22.6,12700.0,2.8,1004.6,5.8,0.0,234.0,238.0,3.2,235.0,4.6,0.0,51828,2.3265051730638375,13.8354092442973,0.20006203857841323,237.3469472961732,74.28712489443272,114.84422157609487,157.2766938024545,11723.08,0.0,19.2,-6.36,859.51,1010.23,3.06,2.36,17.13,3.87,232.32,,0.0,281.66,0.21,0.0,0.0,0.0,0.0
2025-05-02 09:00:00,-2.7,855.3,24.0,18.2,12200.0,1.9,1006.2,5.0,0.0,214.0,220.0,1.7,256.0,2.8,0.0,51931,2.3265051730638375,12.72926038699239,0.27864006089574345,178.8481162511387,64.04991733127775,69.9631371737097,130.83654919377537,10455.08,0.0,20.11,-10.53,856.22,1008.45,3.57,1.46,11.68,3.86,247.71,,0.0,149.78,0.21,0.0,0.0,0.0,0.0
2025-05-02 09:00:00,1.2,862.3,28.0,20.3,16000.0,3.7,1000.0,6.7,0.0,258.0,253.0,3.6,261.0,4.4,0.0,51829,2.3265051730638375,11.900903696670802,0.20006203857841323,213.48471405932824,71.54551532960053,76.66893047669501,142.5898753094902,11125.08,0.0,19.61,-6.16,868.29,1009.69,5.35,-0.21,16.96,5.36,272.26,,0.0,407.91,0.24,0.0,0.0,0.0,0.0
2025-05-02 09:00:00,1.5,860.7,27.0,21.2,18900.0,3.1,1005.8,6.8,0.0,257.0,261.0,2.5,259.0,4.0,0.0,51818,3.3015647003750983,10.869259537485611,0.20006203857841323,142.8805806182446,78.22909313323562,61.71857000990069,113.82778306160924,13661.08,0.0,20.82,-1.62,857.33,1009.42,5.01,1.88,22.14,5.35,249.41,,0.0,246.78,0.27,0.0,0.0,0.0,0.0
2025-05-02 10:00:00,-10.6,856.7,10.0,22.6,4900.0,4.5,1006.3,2.7,0.0,253.0,255.0,4.7,259.0,5.3,7.0,51839,3.3033225489638394,17.21617576386662,0.40000531824071694,147.079312244219,56.8533356880554,44.52975096997751,102.82674234457242,9260.98,0.0,23.15,-12.74,856.03,1008.27,2.72,2.05,8.12,3.41,232.94,,0.0,183.84,0.24,0.0,0.0,0.0,0.0
2025-05-02 10:00:00,2.2,856.0,28.0,21.5,10000.0,1.1,1007.3,7.2,0.0,220.0,230.0,1.2,248.0,1.6,0.0,51931,3.2167593793029914,15.266483226083416,0.3409808158396247,151.63165573662053,60.22900655858744,47.514399815333284,106.41129298305106,10454.98,0.0,22.91,-9.59,857.07,1009.61,3.72,0.61,10.61,3.77,260.62,,0.0,381.71,0.21,0.0,0.0,0.0,0.0
2025-05-02 10:00:00,2.6,860.7,24.0,24.5,18400.0,1.9,1006.2,7.4,0.0,247.0,246.0,2.6,231.0,3.0,0.0,51818,3.896835945336353,13.831570095836245,0.2999993896386861,117.12483483992048,75.73492610414102,41.99203729364267,91.07467214140857,13664.98,0.0,23.27,-1.8,857.4,1009.43,4.22,2.0,18.81,4.67,244.67,,0.0,446.46,0.27,0.0,0.0,0.04,0.0
