DATE,dt,p,rh,t,vis,ws_2min,slp,vapor,precipitation,wd_2min,wd_10min,ws_10min,wd_instant,ws_instant,phenomena,station_id,SO2,NO2,CO,O3,PM10,PM2.5,AQI,ec_vis,ec_sh2,ec_t2m,ec_d2m,ec_sp,ec_msl,ec_u10,ec_v10,ec_rh,ec_ws,ec_wd,ec_cbh,ec_sf,ec_blh,ec_fal,ec_lcc,ec_mcc,ec_hcc,ec_tp
2025-05-02 04:00:00,3.8,859.7,40.0,17.5,22400.0,2.3,996.9,8.0,0.0,245.0,242.0,2.4,247.0,2.6,0.0,51829,2.36,9.61,0.3,62.1,129.14,32.52,92.53,11126.87,0.0,17.44,-8.15,865.58,1004.83,0.55,0.67,16.66,0.87,219.12,,0.0,21.76,0.24,0.0,0.0,0.0,0.0
2025-05-02 04:00:00,-9.0,857.7,11.0,23.0,16300.0,3.2,1001.1,3.1,0.0,228.0,227.0,2.8,230.0,3.7,0.0,51828,3.42,10.49,0.26,64.34,125.92,33.78,86.21,11726.87,0.0,19.55,-8.77,856.65,1005.14,1.18,4.02,13.91,4.18,196.35,,0.0,57.76,0.21,0.0,0.0,0.0,0.0
2025-05-02 04:00:00,-6.4,856.9,20.0,16.6,21800.0,1.0,996.7,3.8,0.0,258.0,247.0,1.0,278.0,1.1,0.0,51826,3.42,10.5,0.3,58.79,120.81,33.02,90.86,10454.87,0.0,19.98,-10.56,856.73,1004.91,1.71,1.4,11.76,2.21,230.8,,0.0,32.14,0.26,0.0,0.0,0.0,0.0
2025-05-02 04:00:00,1.9,859.4,29.0,20.5,6000.0,2.5,1003.2,7.0,0.0,277.0,281.0,1.9,276.0,3.5,6.0,51818,5.05,7.88,0.3,76.94,110.67,31.22,84.49,13670.87,0.0,17.5,-5.56,855.12,1005.47,3.78,2.67,20.27,4.63,234.74,,0.0,42.51,0.27,0.0,0.0,0.0,0.0
2025-05-02 04:00:00,-5.1,853.9,24.0,15.4,28700.0,0.9,1002.1,4.2,0.0,243.0,252.0,1.1,242.0,1.0,0.0,51839,4.18,15.88,0.4,52.92,108.59,33.5,83.59,9254.87,0.0,16.27,-9.87,854.04,1005.23,0.49,1.82,15.69,1.88,195.03,,0.0,23.01,0.24,0.0,0.0,0.0,0.0
2025-05-02 04:00:00,-6.1,852.8,22.0,15.5,14700.0,1.0,1002.5,3.9,0.0,148.0,145.0,1.0,174.0,1.3,0.0,51931,4.07,12.32,0.35,55.75,113.16,33.02,87.24,10456.87,0.0,18.26,-9.22,854.53,1005.95,1.35,2.32,14.55,2.68,210.32,,0.0,89.76,0.21,0.0,0.0,0.0,0.0
2025-05-02 05:00:00,-5.9,852.8,24.0,14.4,14600.0,1.0,1002.7,3.9,0.0,153.0,141.0,0.7,132.0,1.4,0.0,51931,4.17,12.24,0.3,56.94,108.8,29.33,84.27,10455.54,0.0,17.34,-9.57,854.75,1006.37,0.75,2.11,15.0,2.24,199.47,,0.0,85.16,0.21,0.0,0.0,0.0,0.0
2025-05-02 05:00:00,2.4,859.2,29.0,21.1,7100.0,2.8,1002.6,7.3,0.0,269.0,276.0,2.6,253.0,3.8,6.0,51818,5.05,7.36,0.21,78.3,107.84,27.96,81.79,13669.54,0.0,19.17,-6.78,855.7,1006.72,5.49,0.62,16.62,5.52,263.59,,0.0,125.91,0.27,0.0,0.0,0.0,0.0
2025-05-02 05:00:00,3.0,860.0,39.0,17.1,19500.0,3.0,997.3,7.6,0.0,254.0,256.0,3.1,272.0,3.3,0.0,51829,3.85,8.81,0.21,65.55,124.16,29.0,89.64,11127.54,0.0,17.0,-8.5,865.8,1005.2,0.9,0.77,16.67,1.19,229.35,,0.0,32.53,0.24,0.0,0.0,0.0,0.0
2025-05-02 05:00:00,-9.1,858.2,11.0,22.9,14500.0,3.4,1001.6,3.1,0.0,252.0,235.0,3.3,286.0,5.2,0.0,51828,3.85,8.84,0.21,68.83,106.6,21.45,72.3,11725.54,0.0,19.69,-9.14,856.85,1005.47,1.35,4.56,13.39,4.76,196.49,,0.0,71.53,0.21,0.0,0.0,0.0,0.0
2025-05-02 05:00:00,-5.4,853.9,24.0,15.0,30000.0,0.9,1002.4,4.1,0.0,188.0,212.0,0.8,177.0,1.0,0.0,51839,4.18,14.72,0.3,53.4,104.6,29.97,80.94,9255.54,0.0,15.06,-9.63,854.27,1005.52,0.28,2.12,17.27,2.14,187.52,,0.0,24.78,0.24,0.0,0.0,0.0,0.0
2025-05-02 05:00:00,-6.9,857.0,19.0,16.9,30000.0,0.8,996.5,3.7,0.0,250.0,243.0,0.9,214.0,1.1,0.0,51826,4.07,9.61,0.21,60.96,115.98,29.25,87.69,10457.54,0.0,19.77,-11.44,856.87,1005.07,1.74,1.02,11.1,2.02,239.55,,0.0,35.41,0.26,0.0,0.0,0.0,0.0
2025-05-02 06:00:00,-4.9,853.0,26.0,14.4,15500.0,0.6,1002.8,4.3,0.0,158.0,158.0,0.8,152.0,0.6,0.0,51931,3.34,10.5,0.3,59.9,117.67,35.87,89.3,10456.82,0.0,17.26,-10.42,854.97,1006.56,0.87,2.28,14.09,2.44,200.84,,0.0,84.39,0.21,0.0,0.0,0.0,0.0
2025-05-02 06:00:00,-3.9,853.9,29.0,13.8,30000.0,0.5,1002.3,4.6,0.0,205.0,212.0,0.1,211.0,0.6,0.0,51839,3.42,13.21,0.3,56.28,112.78,35.02,85.24,9256.82,0.0,14.48,-10.01,854.5,1005.79,0.33,2.45,17.4,2.47,187.65,,0.0,28.51,0.24,0.0,0.0,0.0,0.0
2025-05-02 06:00:00,-4.1,858.5,19.0,20.3,13200.0,3.6,1002.5,4.5,0.0,270.0,271.0,3.2,272.0,5.4,0.0,51828,2.36,7.97,0.21,73.65,118.76,42.03,79.13,11724.82,0.0,19.09,-8.68,857.12,1005.96,1.6,3.66,14.41,4.0,203.55,,0.0,72.51,0.21,0.0,0.0,0.0,0.0
2025-05-02 06:00:00,-4.1,860.5,22.0,17.9,20600.0,3.1,997.6,4.5,0.0,242.0,252.0,3.1,235.0,4.0,0.0,51829,2.36,7.98,0.21,69.27,134.6,36.72,95.56,11126.82,0.0,16.85,-9.21,865.95,1005.28,0.94,0.78,15.92,1.22,230.47,,0.0,31.51,0.24,0.0,0.0,0.0,0.0
2025-05-02 06:00:00,0.9,859.7,25.0,21.8,9000.0,4.3,1003.0,6.5,0.0,249.0,248.0,4.3,233.0,5.3,0.0,51818,4.18,7.35,0.26,78.31,99.49,32.0,80.86,13668.82,0.0,21.3,-4.17,855.98,1007.59,5.75,-0.9,17.78,5.82,278.89,,0.0,335.76,0.27,0.0,0.0,0.13,0.0
2025-05-02 06:00:00,-7.6,857.1,17.0,17.8,25800.0,1.6,996.3,3.5,0.0,273.0,269.0,1.6,256.0,1.9,0.0,51826,2.36,8.81,0.21,64.12,125.76,36.9,93.35,10458.82,0.0,19.23,-11.66,857.07,1005.42,1.7,1.07,11.28,2.0,237.88,,0.0,40.39,0.26,0.0,0.0,0.0,0.0
2025-05-02 07:00:00,-4.3,859.2,18.0,20.9,11000.0,3.6,1003.3,4.4,0.0,239.0,240.0,3.4,235.0,4.8,0.0,51828,2.36,7.34,0.21,75.63,164.63,66.5,105.21,11724.55,0.0,18.11,-8.14,857.49,1006.61,1.59,3.21,15.99,3.58,206.36,,0.0,61.97,0.21,0.0,0.0,0.07,0.0
2025-05-02 07:00:00,-1.4,861.2,27.0,17.8,15900.0,2.4,998.3,5.5,0.0,236.0,235.0,2.5,244.0,2.5,0.0,51829,3.34,7.38,0.21,70.5,164.34,51.25,111.39,11126.55,0.0,16.23,-9.5,866.25,1006.13,1.73,0.02,16.19,1.73,269.49,,0.0,49.6,0.24,0.0,0.0,0.0,0.0
2025-05-02 07:00:00,-6.2,854.3,24.0,14.1,25200.0,1.3,1003.1,3.9,0.0,258.0,252.0,1.4,259.0,1.5,0.0,51839,4.07,12.31,0.36,55.72,130.92,45.9,96.57,9256.55,0.0,14.34,-10.57,854.74,1006.28,1.01,2.9,16.79,3.07,199.24,,0.0,35.35,0.24,0.0,0.0,0.0,0.0
2025-05-02 07:00:00,-2.8,853.3,34.0,12.6,15300.0,0.4,1003.7,5.0,0.0,229.0,191.0,0.4,270.0,0.4,0.0,51931,3.42,9.58,0.3,59.93,138.87,48.58,102.86,10456.55,0.0,17.58,-11.17,855.15,1006.76,1.29,2.54,13.02,2.85,206.97,,0.0,87.97,0.21,0.0,0.0,0.0,0.0
2025-05-02 07:00:00,-8.2,858.1,15.0,19.0,27200.0,2.7,997.2,3.3,0.0,267.0,268.0,2.9,278.0,3.6,0.0,51826,3.34,7.84,0.21,64.8,151.16,51.11,108.72,10454.55,0.0,18.78,-11.67,857.38,1006.13,2.0,1.0,11.59,2.24,243.39,,0.0,47.72,0.26,0.0,0.0,0.0,0.0
2025-05-02 07:00:00,0.9,860.2,26.0,21.1,7900.0,2.8,1003.8,6.5,0.0,254.0,258.0,3.3,248.0,3.8,0.0,51818,4.19,6.43,0.26,81.41,119.04,42.63,91.16,13662.55,0.0,20.72,-2.52,856.38,1008.23,5.43,0.03,20.83,5.43,269.68,,0.0,321.1,0.27,0.0,0.0,0.0,0.0
2025-05-02 08:00:00,-3.1,862.0,22.0,19.1,14100.0,2.8,999.1,4.9,0.0,246.0,246.0,3.2,238.0,3.6,0.0,51829,3.85,7.37,0.21,74.7,275.14,71.49,166.73,11124.65,0.0,17.72,-8.33,867.57,1008.28,3.58,-0.18,16.14,3.59,272.95,,0.0,136.6,0.24,0.0,0.0,0.0,0.0
2025-05-02 08:00:00,-1.6,859.9,21.0,21.7,9000.0,4.0,1003.8,5.4,0.0,253.0,253.0,3.4,269.0,5.3,0.0,51828,3.85,7.37,0.21,79.53,262.95,91.88,137.64,11722.65,0.0,16.69,-7.09,858.94,1009.23,2.66,0.96,18.98,2.83,250.17,,0.0,69.1,0.21,0.0,0.0,0.0,0.0
2025-05-02 08:00:00,-6.9,858.8,16.0,19.6,9500.0,2.8,998.0,3.6,0.0,270.0,268.0,3.2,267.0,3.6,0.0,51826,4.07,7.84,0.21,68.85,246.58,70.32,160.76,10454.65,0.0,18.78,-10.54,858.28,1007.6,2.72,0.21,12.69,2.73,265.63,,0.0,103.98,0.26,0.0,0.0,0.0,0.0
2025-05-02 08:00:00,0.9,860.5,26.0,21.1,11400.0,2.7,1004.4,6.5,0.0,265.0,258.0,3.4,253.0,4.2,0.0,51818,5.05,6.48,0.26,83.3,181.74,56.52,127.13,13662.65,0.0,19.76,-1.6,857.26,1009.45,5.55,1.86,23.67,5.85,251.49,,0.0,273.1,0.27,0.0,0.0,0.0,0.0
2025-05-02 08:00:00,-5.9,854.6,25.0,13.8,16600.0,1.4,1005.3,3.9,0.0,234.0,238.0,1.4,276.0,1.5,0.0,51931,4.17,9.57,0.3,63.47,220.47,65.11,149.06,10454.65,0.0,18.16,-10.62,855.68,1007.58,2.29,2.37,13.11,3.29,224.06,,0.0,117.98,0.21,0.0,0.0,0.0,0.0
2025-05-02 08:00:00,-8.6,855.0,18.0,15.6,13400.0,1.5,1003.7,3.2,0.0,221.0,226.0,1.6,219.0,2.2,0.0,51839,4.18,12.32,0.3,58.86,202.7,59.27,136.09,9258.65,0.0,16.54,-12.36,855.21,1007.34,2.26,1.94,12.62,2.98,229.39,,0.0,69.1,0.24,0.0,0.0,0.0,0.0
2025-05-02 09:00:00,-1.7,859.4,23.0,20.0,12300.0,2.3,999.7,5.4,0.0,251.0,263.0,2.3,259.0,2.9,0.0,51826,2.36,12.22,0.21,67.7,195.76,75.8,139.43,10455.08,0.0,19.54,-9.59,859.14,1009.28,5.53,-0.2,13.05,5.54,272.04,,0.0,343.66,0.26,0.0,0.0,0.0,0.0
2025-05-02 09:00:00,-5.4,855.5,20.0,17.9,14800.0,1.9,1005.2,4.1,0.0,227.0,224.0,1.8,250.0,2.7,0.0,51839,3.42,14.38,0.3,60.82,167.67,63.26,121.29,9261.08,0.0,19.29,-12.69,855.49,1007.68,2.32,2.5,10.34,3.41,222.89,,0.0,92.53,0.24,0.0,0.0,0.0,0.0
2025-05-02 09:00:00,-0.8,860.2,21.0,22.6,12700.0,2.8,1004.6,5.8,0.0,234.0,238.0,3.2,235.0,4.6,0.0,51828,2.36,13.21,0.21,74.29,237.35,114.84,157.28,11723.08,0.0,19.2,-6.36,859.51,1010.23,3.06,2.36,17.13,3.87,232.32,,0.0,281.66,0.21,0.0,0.0,0.0,0.0
2025-05-02 09:00:00,-2.7,855.3,24.0,18.2,12200.0,1.9,1006.2,5.0,0.0,214.0,220.0,1.7,256.0,2.8,0.0,51931,2.36,12.31,0.3,64.05,178.85,69.96,130.84,10455.08,0.0,20.11,-10.53,856.22,1008.45,3.57,1.46,11.68,3.86,247.71,,0.0,149.78,0.21,0.0,0.0,0.0,0.0
2025-05-02 09:00:00,1.2,862.3,28.0,20.3,16000.0,3.7,1000.0,6.7,0.0,258.0,253.0,3.6,261.0,4.4,0.0,51829,2.36,11.47,0.21,71.55,213.48,76.67,142.59,11125.08,0.0,19.61,-6.16,868.29,1009.69,5.35,-0.21,16.96,5.36,272.26,,0.0,407.91,0.24,0.0,0.0,0.0,0.0
2025-05-02 09:00:00,1.5,860.7,27.0,21.2,18900.0,3.1,1005.8,6.8,0.0,257.0,261.0,2.5,259.0,4.0,0.0,51818,3.42,10.49,0.26,78.23,142.88,61.72,113.83,13661.08,0.0,20.82,-1.62,857.33,1009.42,5.01,1.88,22.14,5.35,249.41,,0.0,246.78,0.27,0.0,0.0,0.0,0.0
2025-05-02 10:00:00,-10.6,856.7,10.0,22.6,4900.0,4.5,1006.3,2.7,0.0,253.0,255.0,4.7,259.0,5.3,7.0,51839,3.42,16.66,0.4,56.85,147.08,44.53,102.83,9260.98,0.0,23.15,-12.74,856.03,1008.27,2.72,2.05,8.12,3.41,232.94,,0.0,183.84,0.24,0.0,0.0,0.0,0.0
2025-05-02 10:00:00,2.2,856.0,28.0,21.5,10000.0,1.1,1007.3,7.2,0.0,220.0,230.0,1.2,248.0,1.6,0.0,51931,3.34,14.86,0.36,60.23,151.63,47.51,106.41,10454.98,0.0,22.91,-9.59,857.07,1009.61,3.72,0.61,10.61,3.77,260.62,,0.0,381.71,0.21,0.0,0.0,0.0,0.0
2025-05-02 10:00:00,2.6,860.7,24.0,24.5,18400.0,1.9,1006.2,7.4,0.0,247.0,246.0,2.6,231.0,3.0,0.0,51818,3.85,13.28,0.3,75.73,117.12,41.99,91.07,13664.98,0.0,23.27,-1.8,857.4,1009.43,4.22,2.0,18.81,4.67,244.67,,0.0,446.46,0.27,0.0,0.0,0.04,0.0
2025-05-02 10:00:00,-0.1,859.7,22.0,22.7,11800.0,2.3,1000.8,6.1,0.0,264.0,268.0,2.6,318.0,3.8,0.0,51826,2.36,14.78,0.3,63.96,159.92,50.34,110.22,10452.98,0.0,21.88,-7.11,859.7,1010.14,5.83,-0.31,13.7,5.84,273.07,,0.0,432.09,0.26,0.0,0.0,0.0,0.0
2025-05-02 10:00:00,1.8,862.4,25.0,22.9,17900.0,3.4,1000.4,7.0,0.0,263.0,262.0,3.6,272.0,3.8,0.0,51829,2.36,14.43,0.3,68.0,168.58,50.71,111.77,11124.98,0.0,23.01,-4.53,868.56,1009.72,5.35,-0.14,15.59,5.35,271.46,,0.0,515.59,0.24,0.0,0.0,0.0,0.0
2025-05-02 10:00:00,0.8,860.2,22.0,23.8,15300.0,2.9,1005.3,6.5,0.0,270.0,268.0,2.9,261.0,3.4,0.0,51828,2.36,14.5,0.26,71.04,171.66,63.61,110.29,11720.98,0.0,23.0,-5.45,859.72,1010.2,2.68,2.25,14.54,3.5,230.0,,0.0,568.71,0.21,0.0,0.0,0.0,0.0
2025-05-02 11:00:00,3.6,855.9,26.0,24.3,9200.0,1.8,1007.0,7.9,0.0,224.0,217.0,1.3,222.0,2.9,0.0,51931,2.36,14.43,0.3,70.91,118.07,33.57,87.5,10453.98,0.0,25.15,-7.68,857.28,1009.81,4.61,-0.24,10.77,4.62,272.99,,0.0,542.55,0.21,0.0,0.0,0.0,0.0
2025-05-02 11:00:00,3.4,860.1,24.0,25.4,14300.0,3.4,1005.5,7.8,0.0,285.0,284.0,3.9,303.0,4.9,0.0,51828,2.36,13.26,0.26,76.97,118.34,33.28,80.96,11719.98,0.0,26.03,-2.65,859.52,1009.52,4.37,0.49,14.97,4.4,263.56,,0.0,754.43,0.21,0.0,0.0,0.0,0.0
2025-05-02 11:00:00,1.1,859.5,20.0,25.7,3600.0,4.1,1000.5,6.6,0.0,293.0,285.0,4.9,295.0,6.7,0.0,51826,2.36,13.28,0.26,72.53,123.2,34.56,90.01,10453.98,0.0,24.61,-4.09,859.69,1009.68,6.27,-1.08,14.62,6.37,279.81,,0.0,517.8,0.26,0.0,0.0,0.0,0.0
2025-05-02 11:00:00,3.0,860.4,22.0,26.4,19400.0,2.0,1006.1,7.6,0.0,299.0,296.0,2.5,338.0,2.7,0.0,51818,3.85,11.54,0.3,82.66,96.04,28.42,77.17,13663.98,0.0,26.04,-2.26,857.32,1009.06,4.25,0.09,15.41,4.25,268.76,,0.0,806.93,0.27,0.0,0.0,0.03,0.0
2025-05-02 11:00:00,2.2,862.4,22.0,25.5,21200.0,4.2,1000.1,7.2,0.0,269.0,266.0,3.4,272.0,5.4,0.0,51829,2.36,13.27,0.26,74.51,128.85,34.59,91.33,11123.98,0.0,26.03,-2.32,868.42,1009.13,5.66,-0.2,15.35,5.66,271.98,,0.0,645.43,0.24,0.0,0.0,0.0,0.0
2025-05-02 11:00:00,-4.1,856.9,15.0,24.2,2600.0,7.1,1006.6,4.5,0.0,248.0,251.0,5.6,256.0,9.5,7.0,51839,3.42,14.78,0.35,69.24,115.44,32.79,85.27,9261.98,0.0,26.73,-12.34,856.43,1008.51,3.89,0.56,6.78,3.93,261.73,,0.0,509.8,0.24,0.0,0.0,0.0,0.0
2025-05-02 12:00:00,3.5,861.9,22.0,27.0,13300.0,6.0,999.6,7.8,0.0,290.0,293.0,5.2,283.0,7.6,0.0,51829,3.34,9.21,0.26,80.07,148.46,29.2,103.29,11123.35,0.0,28.34,-1.2,867.82,1007.98,5.12,-0.6,14.56,5.16,276.65,,0.0,868.89,0.24,0.0,0.0,0.0,0.0
2025-05-02 12:00:00,1.9,859.2,19.0,27.6,8100.0,3.9,1000.1,7.0,0.0,285.0,285.0,3.7,287.0,4.5,0.0,51826,3.34,9.65,0.26,79.6,135.76,29.13,100.63,10453.35,0.0,26.99,-2.19,859.13,1008.51,5.89,-1.89,14.65,6.18,287.82,,0.0,676.39,0.26,0.0,0.0,0.0,0.0
